ef_id,entity_id,entity_name,ef_value,ef_unit,confidence,is_outlier,multiplier_applied,timestamp
ef_c8180e8d,321100,321100 - Carbon dioxide,1.5668876056209062,kg/USD,0.7,True,False,2025-03-13
ef_65ece8f4,321100,321100 - Methane,0.0170312495449918,kg/USD,0.7,True,False,2025-03-13
ef_16912c03,321100,321100 - Nitrous oxide,0.0002936170776744,kg/USD,0.7,False,False,2025-03-13
ef_10ed5d17,321100,321100 - Sulfur hexafluoride,5.2119424590324546e-08,kg/USD,0.7,False,False,2025-03-13
ef_3adb2288,321100,321100 - HFCs and PFCs unspecified,1.09995618912902e-05,kg CO2e,0.7,False,False,2025-03-13
ef_3bf5bc53,321200,321200 - Carbon dioxide,1.363748264420216,kg/USD,0.7,True,False,2025-03-13
ef_0211c01a,321200,321200 - Methane,0.0140817537122613,kg/USD,0.7,True,False,2025-03-13
ef_946ce687,321200,321200 - Nitrous oxide,0.0002399194429186,kg/USD,0.7,False,False,2025-03-13
ef_c6ced420,321200,321200 - Sulfur hexafluoride,4.486431014688137e-08,kg/USD,0.7,False,False,2025-03-13
ef_1fa6ed80,321200,321200 - HFCs and PFCs unspecified,9.174304919296402e-06,kg CO2e,0.7,False,False,2025-03-13
ef_a0b2889b,321910,321910 - Carbon dioxide,1.3111544747600967,kg/USD,0.7,True,False,2025-03-13
ef_4c7cdb88,321910,321910 - Methane,0.0131344062367145,kg/USD,0.7,True,False,2025-03-13
ef_1da56480,321910,321910 - Nitrous oxide,0.0002227845874572,kg/USD,0.7,False,False,2025-03-13
ef_8cfeec43,321910,321910 - Sulfur hexafluoride,4.1081527452709856e-08,kg/USD,0.7,False,False,2025-03-13
ef_d9aab53f,321910,321910 - HFCs and PFCs unspecified,8.4737088441449e-06,kg CO2e,0.7,False,False,2025-03-13
ef_8ebdd62f,3219A0,3219A0 - Carbon dioxide,1.7641815007546695,kg/USD,0.7,True,False,2025-03-13
ef_f55cfff3,3219A0,3219A0 - Methane,0.0116448936948417,kg/USD,0.7,True,False,2025-03-13
ef_edba2cb5,3219A0,3219A0 - Nitrous oxide,0.0002158926032223,kg/USD,0.7,False,False,2025-03-13
ef_020d57b0,3219A0,3219A0 - Sulfur hexafluoride,4.1403515586533714e-08,kg/USD,0.7,False,False,2025-03-13
ef_2daedd02,3219A0,3219A0 - HFCs and PFCs unspecified,1.11014792511674e-05,kg CO2e,0.7,False,False,2025-03-13
ef_6cc736d1,322110,322110 - Carbon dioxide,0.5982456053252188,kg/USD,0.7,True,False,2025-03-13
ef_45c2c297,322110,322110 - Methane,0.0127861378810329,kg/USD,0.7,True,False,2025-03-13
ef_fa8d795b,322110,322110 - Nitrous oxide,0.0001236482832503,kg/USD,0.7,False,False,2025-03-13
ef_3efa8f68,322110,322110 - Sulfur hexafluoride,4.8070548456505345e-08,kg/USD,0.7,False,False,2025-03-13
ef_0a164092,322110,322110 - HFCs and PFCs unspecified,1.06511612009769e-05,kg CO2e,0.7,False,False,2025-03-13
ef_a02a19fa,322120,322120 - Carbon dioxide,0.7092606405669641,kg/USD,0.7,True,False,2025-03-13
ef_7703563b,322120,322120 - Methane,0.0044292320420869,kg/USD,0.7,False,False,2025-03-13
ef_866db9cd,322120,322120 - Nitrous oxide,7.152037059648192e-05,kg/USD,0.7,False,False,2025-03-13
ef_9fe31913,322120,322120 - Sulfur hexafluoride,8.785718749320749e-08,kg/USD,0.7,False,False,2025-03-13
ef_aa636754,322120,322120 - HFCs and PFCs unspecified,1.17912464416067e-05,kg CO2e,0.7,False,False,2025-03-13
ef_75589143,322130,322130 - Carbon dioxide,0.5906544766213839,kg/USD,0.7,True,False,2025-03-13
ef_0d4a3759,322130,322130 - Methane,0.0033803628697138,kg/USD,0.7,False,False,2025-03-13
ef_a788c5d7,322130,322130 - Nitrous oxide,5.464664189641267e-05,kg/USD,0.7,False,False,2025-03-13
ef_7bcad063,322130,322130 - Sulfur hexafluoride,1.0355259256386833e-07,kg/USD,0.7,False,False,2025-03-13
ef_7b5b6ac4,322130,322130 - HFCs and PFCs unspecified,1.28187618977468e-05,kg CO2e,0.7,False,False,2025-03-13
ef_0cb0df4e,322210,322210 - Carbon dioxide,0.7375836945531136,kg/USD,0.7,True,False,2025-03-13
ef_ae47697e,322210,322210 - Methane,0.0052013429547708,kg/USD,0.7,False,False,2025-03-13
ef_2dc86a17,322210,322210 - Nitrous oxide,7.911756321134476e-05,kg/USD,0.7,False,False,2025-03-13
ef_15551f9e,322210,322210 - Sulfur hexafluoride,8.0904254158626e-08,kg/USD,0.7,False,False,2025-03-13
ef_35213ad6,322210,322210 - HFCs and PFCs unspecified,1.52818102882832e-05,kg CO2e,0.7,False,False,2025-03-13
ef_aa723a5c,322220,322220 - Carbon dioxide,0.7229527824817393,kg/USD,0.7,True,False,2025-03-13
ef_189ad6e9,322220,322220 - Methane,0.0048798287050939,kg/USD,0.7,False,False,2025-03-13
ef_6d226d6a,322220,322220 - Nitrous oxide,7.965157680920606e-05,kg/USD,0.7,False,False,2025-03-13
ef_97e54b75,322220,322220 - Sulfur hexafluoride,8.108587453365775e-08,kg/USD,0.7,False,False,2025-03-13
ef_60767c2f,322220,322220 - HFCs and PFCs unspecified,1.6355457736574398e-05,kg CO2e,0.7,False,False,2025-03-13
ef_53cfdd22,322291,322291 - Carbon dioxide,0.7319677878433033,kg/USD,0.7,True,False,2025-03-13
ef_fd1c201f,322291,322291 - Methane,0.0060588978673367,kg/USD,0.7,False,False,2025-03-13
ef_b1e956f6,322291,322291 - Nitrous oxide,8.737710885812076e-05,kg/USD,0.7,False,False,2025-03-13
ef_bdd9f426,322291,322291 - Sulfur hexafluoride,5.872719016308667e-08,kg/USD,0.7,False,False,2025-03-13
ef_bb07b5cc,322291,322291 - HFCs and PFCs unspecified,1.06993577674435e-05,kg CO2e,0.7,False,False,2025-03-13
ef_7a69ba1a,322299,322299 - Carbon dioxide,0.7573187690472227,kg/USD,0.7,True,False,2025-03-13
ef_1a5a74ae,322299,322299 - Methane,0.0054304150204695,kg/USD,0.7,False,False,2025-03-13
ef_9651cf69,322299,322299 - Nitrous oxide,8.502793792502318e-05,kg/USD,0.7,False,False,2025-03-13
ef_27079f52,322299,322299 - Sulfur hexafluoride,6.457087783897535e-08,kg/USD,0.7,False,False,2025-03-13
ef_76601629,322299,322299 - HFCs and PFCs unspecified,1.46121905604252e-05,kg CO2e,0.7,False,False,2025-03-13
ef_d10cd47b,323110,323110 - Carbon dioxide,0.3689971065268868,kg/USD,0.7,True,False,2025-03-13
ef_a13c5feb,323110,323110 - Methane,0.0046486855832222,kg/USD,0.7,False,False,2025-03-13
ef_b5e2c0ef,323110,323110 - Nitrous oxide,9.13788337793735e-05,kg/USD,0.7,False,False,2025-03-13
ef_41e7b186,323110,323110 - Sulfur hexafluoride,2.644701885055799e-08,kg/USD,0.7,False,False,2025-03-13
ef_55d4dbfc,323110,323110 - HFCs and PFCs unspecified,7.985777354399501e-06,kg CO2e,0.7,False,False,2025-03-13
ef_476aa6da,323120,323120 - Carbon dioxide,0.4181675426828767,kg/USD,0.7,True,False,2025-03-13
ef_14ee089c,323120,323120 - Methane,0.0037864797492251,kg/USD,0.7,False,False,2025-03-13
ef_efb988b2,323120,323120 - Nitrous oxide,6.559139978490867e-05,kg/USD,0.7,False,False,2025-03-13
ef_d52466c9,323120,323120 - Sulfur hexafluoride,3.493402580908211e-08,kg/USD,0.7,False,False,2025-03-13
ef_99ce83c9,323120,323120 - HFCs and PFCs unspecified,1.3979300740522e-05,kg CO2e,0.7,False,False,2025-03-13
ef_53b4db53,324110,324110 - Carbon dioxide,0.7353215641165736,kg/USD,0.7,True,False,2025-03-13
ef_551b02b6,324110,324110 - Methane,0.0233325217819691,kg/USD,0.7,True,False,2025-03-13
ef_818f866f,324110,324110 - Nitrous oxide,2.5367493087883736e-05,kg/USD,0.7,False,False,2025-03-13
ef_d21aaa91,324110,324110 - Sulfur hexafluoride,9.577109166889213e-08,kg/USD,0.7,False,False,2025-03-13
ef_896b1c9d,324110,324110 - HFCs and PFCs unspecified,8.5369975786208e-06,kg CO2e,0.7,False,False,2025-03-13
ef_b5ad2a08,324121,324121 - Carbon dioxide,1.067814619878738,kg/USD,0.7,True,False,2025-03-13
ef_905a183b,324121,324121 - Methane,0.0233842910606268,kg/USD,0.7,True,False,2025-03-13
ef_15612eb3,324121,324121 - Nitrous oxide,3.447641321519695e-05,kg/USD,0.7,False,False,2025-03-13
ef_211354d7,324121,324121 - Sulfur hexafluoride,1.0692686205987817e-07,kg/USD,0.7,False,False,2025-03-13
ef_84032beb,324121,324121 - HFCs and PFCs unspecified,1.04895421086808e-05,kg CO2e,0.7,False,False,2025-03-13
ef_9d65b6e0,324122,324122 - Carbon dioxide,0.6868575442272276,kg/USD,0.7,True,False,2025-03-13
ef_0493d7d5,324122,324122 - Methane,0.0210253356599553,kg/USD,0.7,True,False,2025-03-13
ef_c1e191fd,324122,324122 - Nitrous oxide,2.136159618978479e-05,kg/USD,0.7,False,False,2025-03-13
ef_7d55f43c,324122,324122 - Sulfur hexafluoride,2.4646120780539564e-08,kg/USD,0.7,False,False,2025-03-13
ef_89a89dc1,324122,324122 - HFCs and PFCs unspecified,4.6066104236135e-06,kg CO2e,0.7,False,False,2025-03-13
ef_1880e162,324190,324190 - Carbon dioxide,3.9125593084021646,kg/USD,0.7,True,False,2025-03-13
ef_0bd241ee,324190,324190 - Methane,0.0189425269858477,kg/USD,0.7,True,False,2025-03-13
ef_4ff01b0d,324190,324190 - Nitrous oxide,7.657239572739108e-05,kg/USD,0.7,False,False,2025-03-13
ef_bdcf56d1,324190,324190 - Sulfur hexafluoride,1.6903094125848677e-07,kg/USD,0.7,False,False,2025-03-13
ef_b562f396,324190,324190 - HFCs and PFCs unspecified,1.9266125531828203e-05,kg CO2e,0.7,False,False,2025-03-13
ef_68f7a308,325110,325110 - Carbon dioxide,0.7193458281803472,kg/USD,0.7,True,False,2025-03-13
ef_1b260bc5,325110,325110 - Methane,0.0083658507157707,kg/USD,0.7,False,False,2025-03-13
ef_d64dc43c,325110,325110 - Nitrous oxide,0.0001135362605621,kg/USD,0.7,False,False,2025-03-13
ef_fe3e8346,325110,325110 - Sulfur hexafluoride,1.7317255176709045e-07,kg/USD,0.7,False,False,2025-03-13
ef_695e5579,325110,325110 - HFCs and PFCs unspecified,3.42617742617154e-05,kg CO2e,0.7,False,False,2025-03-13
ef_460ffc37,325120,325120 - Carbon dioxide,0.779123421355404,kg/USD,0.7,True,False,2025-03-13
ef_bbd35168,325120,325120 - Methane,0.0245861306225988,kg/USD,0.7,True,False,2025-03-13
ef_c13e6204,325120,325120 - Nitrous oxide,2.6522834969748857e-05,kg/USD,0.7,False,False,2025-03-13
ef_2dd8f508,325120,325120 - Sulfur hexafluoride,2.3851018315772136e-07,kg/USD,0.7,False,False,2025-03-13
ef_9ddb43c8,325120,325120 - HFCs and PFCs unspecified,1.26426259312641e-05,kg CO2e,0.7,False,False,2025-03-13
ef_b8e69e0d,325130,325130 - Carbon dioxide,0.591645412214203,kg/USD,0.7,True,False,2025-03-13
ef_185200bc,325130,325130 - Methane,0.0087514561904736,kg/USD,0.7,False,False,2025-03-13
ef_e61cff73,325130,325130 - Nitrous oxide,0.0001634338532003,kg/USD,0.7,False,False,2025-03-13
ef_856a4025,325130,325130 - Sulfur hexafluoride,7.580896607974349e-08,kg/USD,0.7,False,False,2025-03-13
ef_6934a3db,325130,325130 - HFCs and PFCs unspecified,0.0001078805332877,kg CO2e,0.7,False,False,2025-03-13
ef_93de9176,325180,325180 - Carbon dioxide,0.6934360888808287,kg/USD,0.7,True,False,2025-03-13
ef_51da3676,325180,325180 - Methane,0.009188393655152,kg/USD,0.7,False,False,2025-03-13
ef_40b4c46c,325180,325180 - Nitrous oxide,0.0001789913841754,kg/USD,0.7,False,False,2025-03-13
ef_33b3630e,325180,325180 - Sulfur hexafluoride,1.3140346296905885e-07,kg/USD,0.7,False,False,2025-03-13
ef_0cbbf6c5,325180,325180 - HFCs and PFCs unspecified,5.26288426051336e-05,kg CO2e,0.7,False,False,2025-03-13
ef_1d06131d,325190,325190 - Carbon dioxide,0.6492041954333507,kg/USD,0.7,True,False,2025-03-13
ef_e6df032a,325190,325190 - Methane,0.0104488417799671,kg/USD,0.7,False,False,2025-03-13
ef_e51320d5,325190,325190 - Nitrous oxide,0.0002230627223179,kg/USD,0.7,False,False,2025-03-13
ef_7c92e064,325190,325190 - Sulfur hexafluoride,8.126584667316935e-08,kg/USD,0.7,False,False,2025-03-13
ef_5999c081,325190,325190 - HFCs and PFCs unspecified,8.09113836209046e-05,kg CO2e,0.7,False,False,2025-03-13
ef_027d92f7,325211,325211 - Carbon dioxide,0.6178275725733449,kg/USD,0.7,True,False,2025-03-13
ef_6ee5d5f5,325211,325211 - Methane,0.0110762938841342,kg/USD,0.7,False,False,2025-03-13
ef_8f9cc8e3,325211,325211 - Nitrous oxide,8.776651710169637e-05,kg/USD,0.7,False,False,2025-03-13
ef_7acc4615,325211,325211 - Sulfur hexafluoride,1.2124168998210538e-07,kg/USD,0.7,False,False,2025-03-13
ef_de6f2a10,325211,325211 - HFCs and PFCs unspecified,1.76683378431509e-05,kg CO2e,0.7,False,False,2025-03-13
ef_163a1383,3252A0,3252A0 - Carbon dioxide,0.5609132781542645,kg/USD,0.7,True,False,2025-03-13
ef_10184313,3252A0,3252A0 - Methane,0.0061052139865782,kg/USD,0.7,False,False,2025-03-13
ef_19e4cb80,3252A0,3252A0 - Nitrous oxide,0.0001082263856072,kg/USD,0.7,False,False,2025-03-13
ef_0b69a25a,3252A0,3252A0 - Sulfur hexafluoride,7.4031842011017e-08,kg/USD,0.7,False,False,2025-03-13
ef_7a57cc3d,3252A0,3252A0 - HFCs and PFCs unspecified,1.95968685333369e-05,kg CO2e,0.7,False,False,2025-03-13
ef_23f223ed,325310,325310 - Carbon dioxide,0.8039964887953601,kg/USD,0.7,True,False,2025-03-13
ef_ec10bbe5,325310,325310 - Methane,0.0253573667141609,kg/USD,0.7,True,False,2025-03-13
ef_3f71aeef,325310,325310 - Nitrous oxide,0.0004590278095419,kg/USD,0.7,False,False,2025-03-13
ef_212a203d,325310,325310 - Sulfur hexafluoride,7.22478119389432e-08,kg/USD,0.7,False,False,2025-03-13
ef_61a118cc,325310,325310 - HFCs and PFCs unspecified,1.85833853271879e-05,kg CO2e,0.7,False,False,2025-03-13
ef_03076c0b,325320,325320 - Carbon dioxide,0.5894992056321913,kg/USD,0.7,True,False,2025-03-13
ef_5f646014,325320,325320 - Methane,0.0087916881593028,kg/USD,0.7,False,False,2025-03-13
ef_57baaa62,325320,325320 - Nitrous oxide,0.0002024076832239,kg/USD,0.7,False,False,2025-03-13
ef_5701ccb2,325320,325320 - Sulfur hexafluoride,7.890764240837052e-08,kg/USD,0.7,False,False,2025-03-13
ef_85ec892b,325320,325320 - HFCs and PFCs unspecified,0.0001103365576179,kg CO2e,0.7,False,False,2025-03-13
ef_6651bd18,325411,325411 - Carbon dioxide,0.640574195224249,kg/USD,0.7,True,False,2025-03-13
ef_62a86ea7,325411,325411 - Methane,0.0105390868848573,kg/USD,0.7,False,False,2025-03-13
ef_32ce0d57,325411,325411 - Nitrous oxide,0.0002802291974157,kg/USD,0.7,False,False,2025-03-13
ef_b2fd6f2e,325411,325411 - Sulfur hexafluoride,8.153710269809043e-08,kg/USD,0.7,False,False,2025-03-13
ef_a17fec63,325411,325411 - HFCs and PFCs unspecified,7.50758249541625e-05,kg CO2e,0.7,False,False,2025-03-13
ef_95df955e,325412,325412 - Carbon dioxide,0.6023509109595702,kg/USD,0.7,True,False,2025-03-13
ef_be31fb6d,325412,325412 - Methane,0.0097749303178974,kg/USD,0.7,False,False,2025-03-13
ef_fcee455e,325412,325412 - Nitrous oxide,0.0002603267975732,kg/USD,0.7,False,False,2025-03-13
ef_ecb17d08,325412,325412 - Sulfur hexafluoride,6.754659128861401e-08,kg/USD,0.7,False,False,2025-03-13
ef_8eafb05d,325412,325412 - HFCs and PFCs unspecified,0.0001055348370149,kg CO2e,0.7,False,False,2025-03-13
ef_4858d403,325413,325413 - Carbon dioxide,0.7207880687092341,kg/USD,0.7,True,False,2025-03-13
ef_fb152bb9,325413,325413 - Methane,0.0122199287080606,kg/USD,0.7,True,False,2025-03-13
ef_8809c5f0,325413,325413 - Nitrous oxide,0.0003584356761715,kg/USD,0.7,False,False,2025-03-13
ef_be8aa069,325413,325413 - Sulfur hexafluoride,1.0194979713223006e-07,kg/USD,0.7,False,False,2025-03-13
ef_2857aa04,325413,325413 - HFCs and PFCs unspecified,2.0372380538978e-05,kg CO2e,0.7,False,False,2025-03-13
ef_c911f49e,325414,325414 - Carbon dioxide,0.5876984485364372,kg/USD,0.7,True,False,2025-03-13
ef_5e65a8a4,325414,325414 - Methane,0.0089674339715572,kg/USD,0.7,False,False,2025-03-13
ef_67fda435,325414,325414 - Nitrous oxide,0.0002012276432001,kg/USD,0.7,False,False,2025-03-13
ef_c2f792b8,325414,325414 - Sulfur hexafluoride,9.210982848248048e-08,kg/USD,0.7,False,False,2025-03-13
ef_e3fe1fdc,325414,325414 - HFCs and PFCs unspecified,2.18531953408935e-05,kg CO2e,0.7,False,False,2025-03-13
ef_236c1be9,325510,325510 - Carbon dioxide,0.6290473896174361,kg/USD,0.7,True,False,2025-03-13
ef_9bdea2bc,325510,325510 - Methane,0.0083928460660243,kg/USD,0.7,False,False,2025-03-13
ef_777759d1,325510,325510 - Nitrous oxide,0.0001174159023401,kg/USD,0.7,False,False,2025-03-13
ef_0ae344ea,325510,325510 - Sulfur hexafluoride,1.2649980003476548e-07,kg/USD,0.7,False,False,2025-03-13
ef_6641c5da,325510,325510 - HFCs and PFCs unspecified,3.22671251821635e-05,kg CO2e,0.7,False,False,2025-03-13
ef_ccd59e2e,325520,325520 - Carbon dioxide,0.688493209576432,kg/USD,0.7,True,False,2025-03-13
ef_4a1d6a67,325520,325520 - Methane,0.0086994430422978,kg/USD,0.7,False,False,2025-03-13
ef_efc88012,325520,325520 - Nitrous oxide,0.0001442158324514,kg/USD,0.7,False,False,2025-03-13
ef_aba6ef63,325520,325520 - Sulfur hexafluoride,1.5449603569921744e-07,kg/USD,0.7,False,False,2025-03-13
ef_043e910b,325520,325520 - HFCs and PFCs unspecified,2.98367254482807e-05,kg CO2e,0.7,False,False,2025-03-13
ef_5b64ee31,325610,325610 - Carbon dioxide,0.643587156413819,kg/USD,0.7,True,False,2025-03-13
ef_01ded274,325610,325610 - Methane,0.0099352407573954,kg/USD,0.7,False,False,2025-03-13
ef_25b2ca6e,325610,325610 - Nitrous oxide,0.0002062596084265,kg/USD,0.7,False,False,2025-03-13
ef_9db85588,325610,325610 - Sulfur hexafluoride,9.611693174934772e-08,kg/USD,0.7,False,False,2025-03-13
ef_49364eae,325610,325610 - HFCs and PFCs unspecified,5.811245221763381e-05,kg CO2e,0.7,False,False,2025-03-13
ef_2e784884,325620,325620 - Carbon dioxide,0.6021644444430322,kg/USD,0.7,True,False,2025-03-13
ef_26b2e0e4,325620,325620 - Methane,0.0080469822390637,kg/USD,0.7,False,False,2025-03-13
ef_1672c590,325620,325620 - Nitrous oxide,0.0001292626066251,kg/USD,0.7,False,False,2025-03-13
ef_c6b1a22b,325620,325620 - Sulfur hexafluoride,1.209647702415512e-07,kg/USD,0.7,False,False,2025-03-13
ef_de32cd90,325620,325620 - HFCs and PFCs unspecified,3.91978683105673e-05,kg CO2e,0.7,False,False,2025-03-13
ef_229e1f1a,325910,325910 - Carbon dioxide,0.766112285099296,kg/USD,0.7,True,False,2025-03-13
ef_248aef41,325910,325910 - Methane,0.0141731102198893,kg/USD,0.7,True,False,2025-03-13
ef_c3613284,325910,325910 - Nitrous oxide,0.0004158710497682,kg/USD,0.7,False,False,2025-03-13
ef_d22ee240,325910,325910 - Sulfur hexafluoride,8.772085429803211e-08,kg/USD,0.7,False,False,2025-03-13
ef_4224ecfa,325910,325910 - HFCs and PFCs unspecified,1.86226571441924e-05,kg CO2e,0.7,False,False,2025-03-13
ef_30bbb6da,3259A0,3259A0 - Carbon dioxide,0.6310522872574599,kg/USD,0.7,True,False,2025-03-13
ef_28f8b0ef,3259A0,3259A0 - Methane,0.0099463421622458,kg/USD,0.7,False,False,2025-03-13
ef_692e26f2,3259A0,3259A0 - Nitrous oxide,0.0002076654361336,kg/USD,0.7,False,False,2025-03-13
ef_c0bc3bc1,3259A0,3259A0 - Sulfur hexafluoride,7.926466635192409e-08,kg/USD,0.7,False,False,2025-03-13
ef_0a0cab9e,3259A0,3259A0 - HFCs and PFCs unspecified,8.02410149880379e-05,kg CO2e,0.7,False,False,2025-03-13
ef_89512230,326110,326110 - Carbon dioxide,0.4763676424823649,kg/USD,0.7,True,False,2025-03-13
ef_a9c4846b,326110,326110 - Methane,0.0055140466875236,kg/USD,0.7,False,False,2025-03-13
ef_b120ff94,326110,326110 - Nitrous oxide,0.0001099100231815,kg/USD,0.7,False,False,2025-03-13
ef_6501028e,326110,326110 - Sulfur hexafluoride,7.913673161198017e-08,kg/USD,0.7,False,False,2025-03-13
ef_a15480f1,326110,326110 - HFCs and PFCs unspecified,2.62372802410792e-05,kg CO2e,0.7,False,False,2025-03-13
ef_167fa8b8,326120,326120 - Carbon dioxide,0.4580195702115818,kg/USD,0.7,True,False,2025-03-13
ef_39bc1807,326120,326120 - Methane,0.0054574008754917,kg/USD,0.7,False,False,2025-03-13
ef_acbc3a56,326120,326120 - Nitrous oxide,0.0001141040206286,kg/USD,0.7,False,False,2025-03-13
ef_cfcb1b6a,326120,326120 - Sulfur hexafluoride,7.55472805703869e-08,kg/USD,0.7,False,False,2025-03-13
ef_aece1d52,326120,326120 - HFCs and PFCs unspecified,2.5657188831834906e-05,kg CO2e,0.7,False,False,2025-03-13
ef_f91e6084,326160,326160 - Carbon dioxide,0.4996748717861379,kg/USD,0.7,True,False,2025-03-13
ef_61699114,326160,326160 - Methane,0.0049555230135557,kg/USD,0.7,False,False,2025-03-13
ef_6172ec25,326160,326160 - Nitrous oxide,8.820159229350313e-05,kg/USD,0.7,False,False,2025-03-13
ef_d4b6f305,326160,326160 - Sulfur hexafluoride,9.43457391661456e-08,kg/USD,0.7,False,False,2025-03-13
ef_be2e618b,326160,326160 - HFCs and PFCs unspecified,2.22361224026366e-05,kg CO2e,0.7,False,False,2025-03-13
ef_feb04023,326190,326190 - Carbon dioxide,0.5241135548142942,kg/USD,0.7,True,False,2025-03-13
ef_d706d020,326190,326190 - Methane,0.0050564546732425,kg/USD,0.7,False,False,2025-03-13
ef_6554431f,326190,326190 - Nitrous oxide,9.675553542677212e-05,kg/USD,0.7,False,False,2025-03-13
ef_e1213b7f,326190,326190 - Sulfur hexafluoride,9.92431792987944e-08,kg/USD,0.7,False,False,2025-03-13
ef_d9ea3859,326190,326190 - HFCs and PFCs unspecified,2.1570048036683503e-05,kg CO2e,0.7,False,False,2025-03-13
ef_40580a43,326210,326210 - Carbon dioxide,0.4808075047966534,kg/USD,0.7,True,False,2025-03-13
ef_9693c5dd,326210,326210 - Methane,0.0043047643659583,kg/USD,0.7,False,False,2025-03-13
ef_729a78e6,326210,326210 - Nitrous oxide,8.151682861665008e-05,kg/USD,0.7,False,False,2025-03-13
ef_99107afe,326210,326210 - Sulfur hexafluoride,6.768259733987412e-08,kg/USD,0.7,False,False,2025-03-13
ef_3b3426c3,326210,326210 - HFCs and PFCs unspecified,1.56445633673199e-05,kg CO2e,0.7,False,False,2025-03-13
ef_863e72a3,326220,326220 - Carbon dioxide,0.4661124488048543,kg/USD,0.7,True,False,2025-03-13
ef_1bc58a7d,326220,326220 - Methane,0.0056230143698135,kg/USD,0.7,False,False,2025-03-13
ef_648ba719,326220,326220 - Nitrous oxide,0.000110142773919,kg/USD,0.7,False,False,2025-03-13
ef_091d408c,326220,326220 - Sulfur hexafluoride,6.186355927317508e-08,kg/USD,0.7,False,False,2025-03-13
ef_e75d4543,326220,326220 - HFCs and PFCs unspecified,2.6385935399006603e-05,kg CO2e,0.7,False,False,2025-03-13
ef_3bcdfd17,326290,326290 - Carbon dioxide,0.473136678138817,kg/USD,0.7,True,False,2025-03-13
ef_ed8cefed,326290,326290 - Methane,0.0061542334452984,kg/USD,0.7,False,False,2025-03-13
ef_9098ed20,326290,326290 - Nitrous oxide,0.0001275317523304,kg/USD,0.7,False,False,2025-03-13
ef_efa6f83a,326290,326290 - Sulfur hexafluoride,7.346447528354317e-08,kg/USD,0.7,False,False,2025-03-13
ef_fcb11431,326290,326290 - HFCs and PFCs unspecified,3.06896284903341e-05,kg CO2e,0.7,False,False,2025-03-13
ef_b037f8cc,327100,327100 - Carbon dioxide,1.5907791162011184,kg/USD,0.7,True,False,2025-03-13
ef_9a146a0c,327100,327100 - Methane,0.0056262304695968,kg/USD,0.7,False,False,2025-03-13
ef_0efd24b5,327100,327100 - Nitrous oxide,5.801833007468026e-05,kg/USD,0.7,False,False,2025-03-13
ef_605a76e2,327100,327100 - Sulfur hexafluoride,1.2815413560045637e-07,kg/USD,0.7,False,False,2025-03-13
ef_f210e759,327100,327100 - HFCs and PFCs unspecified,2.13833875020327e-05,kg CO2e,0.7,False,False,2025-03-13
ef_9354fcd7,327200,327200 - Carbon dioxide,0.9995780336147486,kg/USD,0.7,True,False,2025-03-13
ef_f4652854,327200,327200 - Methane,0.0060140214492223,kg/USD,0.7,False,False,2025-03-13
ef_fa23a756,327200,327200 - Nitrous oxide,6.66759028524881e-05,kg/USD,0.7,False,False,2025-03-13
ef_0ed29412,327200,327200 - Sulfur hexafluoride,9.536731933641129e-08,kg/USD,0.7,False,False,2025-03-13
ef_b997cb24,327200,327200 - HFCs and PFCs unspecified,1.5588361376466702e-05,kg CO2e,0.7,False,False,2025-03-13
ef_60e7ba90,327310,327310 - Carbon dioxide,4.9362337652199155,kg/USD,0.7,True,False,2025-03-13
ef_b38f4ef1,327310,327310 - Methane,0.008059011359665,kg/USD,0.7,False,False,2025-03-13
ef_71d135f3,327310,327310 - Nitrous oxide,6.423855136348244e-05,kg/USD,0.7,False,False,2025-03-13
ef_c3f30211,327310,327310 - Sulfur hexafluoride,4.06791295558232e-06,kg/USD,0.7,False,False,2025-03-13
ef_703f18d5,327310,327310 - HFCs and PFCs unspecified,8.377433567072531e-05,kg CO2e,0.7,False,False,2025-03-13
ef_16f3f2dc,327320,327320 - Carbon dioxide,8.625140643440377,kg/USD,0.7,True,False,2025-03-13
ef_e4ef88a1,327320,327320 - Methane,0.0132610542418738,kg/USD,0.7,True,False,2025-03-13
ef_79692cbd,327320,327320 - Nitrous oxide,0.0001698345035393,kg/USD,0.7,False,False,2025-03-13
ef_dcf96b2c,327320,327320 - Sulfur hexafluoride,3.972585071758678e-07,kg/USD,0.7,False,False,2025-03-13
ef_a08610ae,327320,327320 - HFCs and PFCs unspecified,5.67201279015357e-05,kg CO2e,0.7,False,False,2025-03-13
ef_e71f70c2,327330,327330 - Carbon dioxide,8.315229788906771,kg/USD,0.7,True,False,2025-03-13
ef_f5f6dcd0,327330,327330 - Methane,0.0128435788373048,kg/USD,0.7,True,False,2025-03-13
ef_317392da,327330,327330 - Nitrous oxide,0.0001660971537457,kg/USD,0.7,False,False,2025-03-13
ef_12db04fb,327330,327330 - Sulfur hexafluoride,2.226033379271079e-07,kg/USD,0.7,False,False,2025-03-13
ef_12164908,327330,327330 - HFCs and PFCs unspecified,5.10723175066784e-05,kg CO2e,0.7,False,False,2025-03-13
ef_6fb42e88,327390,327390 - Carbon dioxide,7.362341369275414,kg/USD,0.7,True,False,2025-03-13
ef_1748881e,327390,327390 - Methane,0.0120859220201318,kg/USD,0.7,True,False,2025-03-13
