ef_id,type_id,confidence
ef_ddb471f5,type_7,0.7
ef_c7a1ee6c,type_7,0.7
ef_0ecded40,type_7,0.7
ef_f1946a13,type_7,0.7
ef_ad46ac8a,type_7,0.7
ef_94e9df09,type_7,0.7
ef_44a23628,type_7,0.7
ef_3262392d,type_7,0.7
ef_a5799174,type_7,0.7
ef_9b8f7ae2,type_7,0.7
ef_26297b1c,type_7,0.7
ef_bf5351f2,type_7,0.7
ef_eab1c699,type_7,0.7
ef_b6ef8018,type_7,0.7
ef_7c07d231,type_7,0.7
ef_954b55de,type_7,0.7
ef_88015500,type_7,0.7
ef_25735fd6,type_7,0.7
ef_0216880d,type_7,0.7
ef_b17ad18e,type_7,0.7
ef_aad87f9d,type_7,0.7
ef_6ddeca88,type_7,0.7
ef_f8aa973c,type_7,0.7
ef_567a364a,type_7,0.7
ef_ad6dae01,type_7,0.7
ef_70dd3004,type_7,0.7
ef_01d50a83,type_7,0.7
ef_df41ae15,type_7,0.7
ef_fb3432c8,type_7,0.7
ef_cb27e2c8,type_7,0.7
ef_8c38a3ce,type_7,0.7
ef_f3900e81,type_7,0.7
ef_57f5a9df,type_7,0.7
ef_d0ee8f31,type_7,0.7
ef_a589a1a3,type_7,0.7
ef_f82e495d,type_7,0.7
ef_2befe6b6,type_7,0.7
ef_a1cb271d,type_7,0.7
ef_c84f6055,type_7,0.7
ef_3a179c17,type_7,0.7
ef_6024d85d,type_7,0.7
ef_57d81785,type_7,0.7
ef_61f91aed,type_7,0.7
ef_3de312ce,type_7,0.7
ef_39d52d15,type_7,0.7
ef_d48172ff,type_7,0.7
ef_5145f7ed,type_7,0.7
ef_bfe51b67,type_7,0.7
ef_d4dad11d,type_7,0.7
ef_d21f60f1,type_7,0.7
ef_1c39c1ba,type_7,0.7
ef_5bb2bbbf,type_7,0.7
ef_6d52d44b,type_7,0.7
ef_ea19e95a,type_7,0.7
ef_a67558db,type_7,0.7
ef_66389a1a,type_7,0.7
ef_fa225678,type_7,0.7
ef_56e33500,type_7,0.7
ef_562887a0,type_7,0.7
ef_1299fa79,type_7,0.7
ef_fae25dd4,type_7,0.7
ef_2e66f95d,type_7,0.7
ef_bc1f5986,type_7,0.7
ef_1e90c0c2,type_7,0.7
ef_72a35065,type_7,0.7
ef_13422472,type_7,0.7
ef_45bbf322,type_7,0.7
ef_a2b7d7da,type_7,0.7
ef_c64cec0f,type_7,0.7
ef_2b72ef33,type_7,0.7
ef_0a540ea6,type_7,0.7
ef_a578b0ff,type_7,0.7
ef_aa3a1eb4,type_7,0.7
ef_5be4c89b,type_7,0.7
ef_7155b0e1,type_7,0.7
ef_9bd94b14,type_7,0.7
ef_a3fa1ddf,type_7,0.7
ef_f7cd01e0,type_7,0.7
ef_1aab14a0,type_7,0.7
ef_44af30b3,type_7,0.7
ef_1f630b5b,type_7,0.7
ef_75a89217,type_7,0.7
ef_ff57fac0,type_7,0.7
ef_b2620b11,type_7,0.7
ef_6bb13217,type_7,0.7
ef_38f18588,type_7,0.7
ef_2decdf7c,type_7,0.7
ef_bb0da692,type_7,0.7
ef_73e58fdc,type_7,0.7
ef_5ad42dec,type_7,0.7
ef_57565d7e,type_7,0.7
ef_f56b98b9,type_7,0.7
ef_71b3e2eb,type_7,0.7
ef_223e6c51,type_7,0.7
ef_94ad15d6,type_7,0.7
ef_0c76105a,type_7,0.7
ef_9a136513,type_7,0.7
ef_a04a808e,type_7,0.7
ef_cdfa93b2,type_7,0.7
ef_5cd0342a,type_7,0.7
ef_f8b7a445,type_7,0.7
ef_2b9d6e66,type_7,0.7
ef_0afb9d0e,type_7,0.7
ef_a807ccf9,type_7,0.7
ef_7c652686,type_7,0.7
ef_2cde9589,type_7,0.7
ef_3bab884b,type_7,0.7
ef_ea498e75,type_7,0.7
ef_92b8eb80,type_7,0.7
ef_b110386e,type_7,0.7
ef_7b461790,type_7,0.7
ef_3fb1e045,type_7,0.7
ef_1904fbb0,type_7,0.7
ef_2e4203bb,type_7,0.7
ef_33353560,type_7,0.7
ef_ef4896bc,type_7,0.7
ef_9f61cc4d,type_7,0.7
ef_e98e6008,type_7,0.7
ef_9203d3f4,type_7,0.7
ef_4fff40b3,type_7,0.7
ef_cf71520b,type_7,0.7
ef_3fffe144,type_7,0.7
ef_cbdee52f,type_7,0.7
ef_edad228b,type_7,0.7
ef_becdcf19,type_7,0.7
ef_11012621,type_7,0.7
ef_8b27ec79,type_7,0.7
ef_fe6ec179,type_7,0.7
ef_7377b630,type_7,0.7
ef_d901cfcb,type_7,0.7
ef_b2a15615,type_7,0.7
ef_f1b4981d,type_7,0.7
ef_63561965,type_7,0.7
ef_e30b5ae7,type_7,0.7
ef_059e1761,type_7,0.7
ef_1d060baf,type_7,0.7
ef_5330579c,type_7,0.7
ef_8e0d9ec4,type_7,0.7
ef_dd683bb9,type_7,0.7
ef_0e6a778c,type_7,0.7
ef_bbd19d28,type_7,0.7
ef_ba15ddda,type_7,0.7
ef_be91367f,type_7,0.7
ef_163ca1c9,type_7,0.7
ef_1bd847a6,type_7,0.7
ef_beff381c,type_7,0.7
ef_7432d48a,type_7,0.7
ef_6dd8b2bf,type_7,0.7
ef_c86c0be2,type_7,0.7
ef_2c0c470f,type_7,0.7
ef_46b7f8d6,type_7,0.7
ef_82c71f81,type_7,0.7
ef_fb205b19,type_7,0.7
ef_e27c4a66,type_7,0.7
ef_3e4e9718,type_7,0.7
ef_c9b78d13,type_7,0.7
ef_a34dabc6,type_7,0.7
ef_4145f07e,type_7,0.7
ef_f0c9b303,type_7,0.7
ef_054a31a2,type_7,0.7
ef_bf1401de,type_7,0.7
ef_de278032,type_7,0.7
ef_cde9c316,type_7,0.7
ef_b9620daf,type_7,0.7
ef_dc768f45,type_7,0.7
ef_e7995950,type_7,0.7
ef_d635c045,type_7,0.7
ef_04c20479,type_7,0.7
ef_e468b137,type_7,0.7
ef_955cb500,type_7,0.7
ef_b44cca15,type_7,0.7
ef_cbfc5b38,type_7,0.7
ef_2aad3401,type_7,0.7
ef_38311583,type_7,0.7
ef_a7341c3f,type_7,0.7
ef_10f89b65,type_7,0.7
ef_2f1d2f6a,type_7,0.7
ef_319ffd45,type_7,0.7
ef_b0ea76e4,type_7,0.7
ef_3d0480ce,type_7,0.7
ef_c7d69f46,type_7,0.7
ef_fceabf89,type_7,0.7
ef_3f27d249,type_7,0.7
ef_7f591c84,type_7,0.7
ef_8b62d627,type_7,0.7
ef_86acd041,type_7,0.7
ef_10adfdc1,type_7,0.7
ef_891b2157,type_7,0.7
ef_d2af75ef,type_7,0.7
ef_807a9b0c,type_7,0.7
ef_fc0c5c3e,type_7,0.7
ef_9b8bbf36,type_7,0.7
ef_11820f3a,type_7,0.7
ef_1979ad7b,type_7,0.7
ef_02ab5507,type_7,0.7
ef_d21aca18,type_7,0.7
ef_8cdd194d,type_7,0.7
ef_06e7f873,type_7,0.7
ef_8ae634b8,type_7,0.7
ef_017a1eaf,type_7,0.7
ef_881d710f,type_7,0.7
ef_456ee038,type_7,0.7
ef_0e6f4cbc,type_7,0.7
ef_1e1f8ef8,type_7,0.7
ef_342f125b,type_7,0.7
ef_95f000ab,type_7,0.7
ef_cfc108ce,type_7,0.7
ef_9a82fcaf,type_7,0.7
ef_6e385822,type_7,0.7
ef_fd3e3c4e,type_7,0.7
ef_5542509d,type_7,0.7
ef_36a27213,type_7,0.7
ef_faeeea14,type_7,0.7
ef_0185dcda,type_7,0.7
ef_00b02e7e,type_7,0.7
ef_3806f7c9,type_7,0.7
ef_7154ac27,type_7,0.7
ef_9b49e516,type_7,0.7
ef_f2180fe7,type_7,0.7
ef_74596307,type_7,0.7
ef_7b70cbb3,type_7,0.7
ef_afc0f6ce,type_7,0.7
ef_e4b02097,type_7,0.7
ef_8ee55b0f,type_7,0.7
ef_14841e20,type_7,0.7
ef_cd53375c,type_7,0.7
ef_19929f4d,type_7,0.7
ef_2551de88,type_7,0.7
ef_624d4a53,type_7,0.7
ef_94163993,type_7,0.7
ef_44e74dfc,type_7,0.7
ef_6894a69b,type_7,0.7
ef_536ecf47,type_7,0.7
ef_47429d9f,type_7,0.7
ef_62616dce,type_7,0.7
ef_53bcd268,type_7,0.7
ef_e93b5584,type_7,0.7
ef_532c3a4b,type_7,0.7
ef_4a89ea96,type_7,0.7
ef_3c4af3b3,type_7,0.7
ef_04c96f24,type_7,0.7
ef_cda5507f,type_7,0.7
ef_feb06251,type_7,0.7
ef_2fd59419,type_7,0.7
ef_05f45aec,type_7,0.7
ef_1f96cea8,type_7,0.7
ef_7f89028c,type_7,0.7
ef_1206828f,type_7,0.7
ef_00cf6fb4,type_7,0.7
ef_9a8af011,type_7,0.7
ef_6b63f008,type_7,0.7
ef_aadb426f,type_7,0.7
ef_41883b97,type_7,0.7
ef_0ed18012,type_7,0.7
ef_9cce6bc9,type_7,0.7
ef_0f37fab0,type_7,0.7
ef_c9f2c055,type_7,0.7
ef_20d2e946,type_7,0.7
ef_0b7871cb,type_7,0.7
ef_c9d714da,type_7,0.7
ef_57a54d17,type_7,0.7
ef_68bd7c05,type_7,0.7
ef_8aa4365f,type_7,0.7
ef_5dade00b,type_7,0.7
ef_3f5f929f,type_7,0.7
ef_1f441ae3,type_7,0.7
ef_7e4d1d40,type_7,0.7
ef_fa589bf8,type_7,0.7
ef_b58e3120,type_7,0.7
ef_3a77a030,type_7,0.7
ef_92688803,type_7,0.7
ef_78e4f7da,type_7,0.7
ef_9c2b036d,type_7,0.7
ef_7b6e5dc0,type_7,0.7
ef_4dbe3ad3,type_7,0.7
ef_cc3526e1,type_7,0.7
ef_7019d2ed,type_7,0.7
ef_5548329d,type_7,0.7
ef_62e3e243,type_7,0.7
ef_05e77c1a,type_7,0.7
ef_31454c33,type_7,0.7
ef_0043820b,type_7,0.7
ef_fadf6485,type_7,0.7
ef_20835fe8,type_7,0.7
ef_74f3eb45,type_7,0.7
ef_9d3eca5b,type_7,0.7
ef_c94a82cd,type_7,0.7
ef_c9ec8cb5,type_7,0.7
ef_b5db6b42,type_7,0.7
ef_c27cbb3d,type_7,0.7
ef_64212a35,type_7,0.7
ef_c48f2ccd,type_7,0.7
ef_7767c18d,type_7,0.7
ef_fa9ac69c,type_7,0.7
ef_c6dac984,type_7,0.7
ef_9c617fbd,type_7,0.7
ef_f975e170,type_7,0.7
ef_f33bf0a0,type_7,0.7
ef_e2ac0fdb,type_7,0.7
ef_979611d9,type_7,0.7
ef_2b6241e8,type_7,0.7
ef_cb9504b5,type_7,0.7
ef_69e2d307,type_7,0.7
ef_a6dea0a3,type_7,0.7
ef_db033059,type_7,0.7
ef_f0ca1979,type_7,0.7
ef_80032d51,type_7,0.7
ef_420af42b,type_7,0.7
ef_0fcef2c7,type_7,0.7
ef_1f70e630,type_7,0.7
ef_a92c3095,type_7,0.7
ef_0ab4bc4f,type_7,0.7
ef_018c3ab1,type_7,0.7
ef_6a1e92ec,type_7,0.7
ef_45a3a780,type_7,0.7
ef_10d1b7e0,type_7,0.7
ef_caef77cb,type_7,0.7
ef_3d65505e,type_7,0.7
ef_5cd2f889,type_7,0.7
ef_c8eb7976,type_7,0.7
ef_4c25d6c0,type_7,0.7
ef_edc3dfc2,type_7,0.7
ef_b83d5a05,type_7,0.7
ef_03e6ab2c,type_7,0.7
ef_4ff76905,type_7,0.7
ef_7fdb2f3a,type_7,0.7
ef_7508759b,type_7,0.7
ef_b65579c4,type_7,0.7
ef_46de3203,type_7,0.7
ef_9632a3da,type_7,0.7
ef_64ed7504,type_7,0.7
ef_6e9ab90a,type_7,0.7
ef_f48b2003,type_7,0.7
ef_acb19a59,type_7,0.7
ef_7fe1272f,type_7,0.7
ef_31c657c7,type_7,0.7
ef_3c18d547,type_7,0.7
ef_9baee8c5,type_7,0.7
ef_165f8b05,type_7,0.7
ef_c01fffd6,type_7,0.7
ef_b911f103,type_7,0.7
ef_04ad26ab,type_7,0.7
ef_6b108063,type_7,0.7
ef_544abef9,type_7,0.7
ef_cd22019a,type_7,0.7
ef_2a547b5d,type_7,0.7
ef_7f2a5c8a,type_7,0.7
ef_1c981c3e,type_7,0.7
ef_ede6a27d,type_7,0.7
ef_b5a10db7,type_7,0.7
ef_0c41a2c7,type_7,0.7
ef_c9f62055,type_7,0.7
ef_84d854f2,type_7,0.7
ef_893bcb33,type_7,0.7
ef_1169c020,type_7,0.7
ef_1292ac24,type_7,0.7
ef_48aa6d2d,type_7,0.7
ef_067eae63,type_7,0.7
ef_caab2258,type_7,0.7
ef_8adea1b8,type_7,0.7
ef_572d4141,type_7,0.7
ef_2379a5a4,type_7,0.7
ef_72944249,type_7,0.7
ef_c955d465,type_7,0.7
ef_034c7b9d,type_7,0.7
ef_6cabc581,type_7,0.7
ef_0e02d246,type_7,0.7
ef_c9efee41,type_7,0.7
ef_895f799d,type_7,0.7
ef_c36ff9c5,type_7,0.7
ef_be668bac,type_7,0.7
ef_d69ba928,type_7,0.7
ef_f668fd99,type_7,0.7
ef_2f70ecfb,type_7,0.7
ef_dbd74e82,type_7,0.7
ef_f97a50f0,type_7,0.7
ef_cf63a0fc,type_7,0.7
ef_2db0ad71,type_7,0.7
ef_5ea02b63,type_7,0.7
ef_a6f1057d,type_7,0.7
ef_dd9015e4,type_7,0.7
ef_04c6c9de,type_7,0.7
ef_5f02a5a7,type_7,0.7
ef_64ef018f,type_7,0.7
ef_6a1a957a,type_7,0.7
ef_eccddc0d,type_7,0.7
ef_4a204280,type_7,0.7
ef_26370282,type_7,0.7
ef_6f8cc344,type_7,0.7
ef_71d3d72d,type_7,0.7
ef_6f685742,type_7,0.7
ef_0a7830b3,type_7,0.7
ef_54388c2f,type_7,0.7
ef_66fb4b4f,type_7,0.7
ef_074255d1,type_7,0.7
ef_7484f915,type_7,0.7
ef_c3a847bf,type_7,0.7
ef_533e5f5e,type_7,0.7
ef_6b931860,type_7,0.7
ef_e5867d21,type_7,0.7
ef_ac37303a,type_7,0.7
ef_373bc149,type_7,0.7
ef_9929a066,type_7,0.7
ef_e5a5b4de,type_7,0.7
ef_b21770bd,type_7,0.7
ef_3132ff44,type_7,0.7
ef_58b178bd,type_7,0.7
ef_dcedd44f,type_7,0.7
ef_66a27951,type_7,0.7
ef_6cb78bd1,type_7,0.7
ef_63441cbb,type_7,0.7
ef_6468cc5d,type_7,0.7
ef_113bfd1a,type_7,0.7
ef_106dcd88,type_7,0.7
ef_5fa1c50d,type_7,0.7
ef_990f8634,type_7,0.7
ef_188f6c6a,type_7,0.7
ef_acfb4ae4,type_7,0.7
ef_69f34adb,type_7,0.7
ef_1d8cbc0a,type_7,0.7
ef_07572145,type_7,0.7
ef_38a19ed2,type_7,0.7
ef_5377f6d3,type_7,0.7
ef_92fd8dd3,type_7,0.7
ef_425f9533,type_7,0.7
ef_74f4dec0,type_7,0.7
ef_42f30ee6,type_7,0.7
ef_d2523176,type_7,0.7
ef_f2956404,type_7,0.7
ef_623d96fb,type_7,0.7
ef_bb7f39af,type_7,0.7
ef_5f98a048,type_7,0.7
ef_2244e4b6,type_7,0.7
ef_83104716,type_7,0.7
ef_5d8411a9,type_7,0.7
ef_b8735879,type_7,0.7
ef_fda5eeeb,type_7,0.7
ef_d5993013,type_7,0.7
ef_83f714dc,type_7,0.7
ef_1bb63f14,type_7,0.7
ef_c4b98385,type_7,0.7
ef_148c76cf,type_7,0.7
ef_a431d923,type_7,0.7
ef_cbea6d12,type_7,0.7
ef_1d9c30f1,type_7,0.7
ef_85368abd,type_7,0.7
ef_b7136fb3,type_7,0.7
ef_ed3d3316,type_7,0.7
ef_81fa31e2,type_7,0.7
ef_a46d8676,type_7,0.7
ef_b73c39de,type_7,0.7
ef_ccb8c640,type_7,0.7
ef_dff39225,type_7,0.7
ef_1eebc8b7,type_7,0.7
ef_8950b6d0,type_7,0.7
ef_d21f8e65,type_7,0.7
ef_8c47c803,type_7,0.7
ef_8d58a572,type_7,0.7
ef_7d00abd1,type_7,0.7
ef_1c242c72,type_7,0.7
ef_35563f40,type_7,0.7
ef_b99a5f61,type_7,0.7
ef_16c0a073,type_7,0.7
ef_a3e39e58,type_7,0.7
ef_96b9d8ee,type_7,0.7
ef_15711fec,type_7,0.7
ef_5dce6b7d,type_7,0.7
ef_d07cf1dc,type_7,0.7
ef_a8454eb9,type_7,0.7
ef_45c88394,type_7,0.7
ef_cd01c52e,type_7,0.7
ef_38780c9e,type_7,0.7
ef_02ea2c07,type_7,0.7
ef_3930a195,type_7,0.7
ef_1eb5d3a8,type_7,0.7
ef_cf9e1b90,type_7,0.7
ef_17d818cb,type_7,0.7
ef_b4fcfdd4,type_7,0.7
ef_f670db53,type_7,0.7
ef_92cec598,type_7,0.7
ef_b1ecb679,type_7,0.7
ef_39bb43a2,type_7,0.7
ef_0cb25786,type_7,0.7
ef_e47b8c29,type_7,0.7
ef_ff736a5a,type_7,0.7
ef_77998186,type_7,0.7
ef_2b1918bd,type_7,0.7
ef_7afaa06c,type_7,0.7
ef_4af07f05,type_7,0.7
ef_c8e4ff51,type_7,0.7
ef_126965c4,type_7,0.7
ef_b9b0a592,type_7,0.7
ef_94efe98a,type_7,0.7
ef_960ad9fd,type_7,0.7
ef_049da090,type_7,0.7
ef_90f83f75,type_7,0.7
ef_5ec75fbf,type_7,0.7
ef_e461f8b7,type_7,0.7
ef_6eaf6fbb,type_7,0.7
ef_41576511,type_7,0.7
ef_822693fd,type_7,0.7
ef_40c151dd,type_7,0.7
ef_48346ba5,type_7,0.7
ef_8cdf8520,type_7,0.7
ef_2216267d,type_7,0.7
ef_75148e5d,type_7,0.7
ef_4a597f53,type_7,0.7
ef_981b3b4f,type_7,0.7
ef_84469e7c,type_7,0.7
ef_44d357e1,type_7,0.7
ef_6e187cb8,type_7,0.7
ef_2b7c6e13,type_7,0.7
ef_7fddc5c8,type_7,0.7
ef_1306594b,type_7,0.7
ef_5a970d2e,type_7,0.7
ef_20724f64,type_7,0.7
ef_c5395a31,type_7,0.7
ef_673c435c,type_7,0.7
ef_7a8f54d1,type_7,0.7
ef_dafb639f,type_7,0.7
ef_08d1ba25,type_7,0.7
ef_cf9c76c3,type_7,0.7
ef_453aff12,type_7,0.7
ef_c65f0c78,type_7,0.7
ef_b9e5d54a,type_7,0.7
ef_855fc900,type_7,0.7
ef_fc10b80f,type_7,0.7
ef_8d3d5a0d,type_7,0.7
ef_e8ed87a6,type_7,0.7
ef_7b0454a8,type_7,0.7
ef_11977780,type_7,0.7
ef_eec84ec1,type_7,0.7
ef_fca43d0e,type_7,0.7
ef_a794d30b,type_7,0.7
ef_289413d7,type_7,0.7
ef_f7d9cc3a,type_7,0.7
ef_31bf1a6e,type_7,0.7
ef_924bee14,type_7,0.7
ef_c2e1c0a3,type_7,0.7
ef_b8633ec8,type_7,0.7
ef_b06ca5e8,type_7,0.7
ef_12a1608b,type_7,0.7
ef_a816a774,type_7,0.7
ef_1c1511dc,type_7,0.7
ef_6413e3a2,type_7,0.7
ef_6fa647eb,type_7,0.7
ef_6d4baba8,type_7,0.7
ef_6ef5da97,type_7,0.7
ef_2b2cb03b,type_7,0.7
ef_8a7326b9,type_7,0.7
ef_2430764d,type_7,0.7
ef_2968d005,type_7,0.7
ef_80b0a9ef,type_7,0.7
ef_090958a5,type_7,0.7
ef_84b0ad77,type_7,0.7
ef_5009f073,type_7,0.7
ef_368b8288,type_7,0.7
ef_c7d5ead9,type_7,0.7
ef_32699cfe,type_7,0.7
ef_982727be,type_7,0.7
ef_d4457588,type_7,0.7
ef_af086dc1,type_7,0.7
ef_30319fac,type_7,0.7
ef_49380510,type_7,0.7
ef_712ac799,type_7,0.7
ef_4b40403a,type_7,0.7
ef_766e2169,type_7,0.7
ef_0eadb5be,type_7,0.7
ef_c3a54f87,type_7,0.7
ef_7d6cfa7e,type_7,0.7
ef_1a5ae7cb,type_7,0.7
ef_c08147cc,type_7,0.7
ef_b6a34a65,type_7,0.7
ef_505e34d0,type_7,0.7
ef_603c9779,type_7,0.7
ef_45b23616,type_7,0.7
ef_5497dcf3,type_7,0.7
ef_054c51bb,type_7,0.7
ef_72d10342,type_7,0.7
ef_17f57a7c,type_7,0.7
ef_64605991,type_7,0.7
ef_53863c4b,type_7,0.7
ef_092c4225,type_7,0.7
ef_a00291b3,type_7,0.7
ef_083db067,type_7,0.7
ef_531fc97b,type_7,0.7
ef_26f838bf,type_7,0.7
ef_01c1ae0c,type_7,0.7
ef_87b283fb,type_7,0.7
ef_f9d7dc15,type_7,0.7
ef_0e7279ce,type_7,0.7
ef_a3cb35da,type_7,0.7
ef_1da7d5ec,type_7,0.7
ef_b55aaf19,type_7,0.7
ef_8366ab82,type_7,0.7
ef_4923f460,type_7,0.7
ef_06dabad3,type_7,0.7
ef_b7cae174,type_7,0.7
ef_62a5256e,type_7,0.7
ef_d344bdd8,type_7,0.7
ef_5f46e499,type_7,0.7
ef_9c9e9653,type_7,0.7
ef_155994c1,type_7,0.7
ef_e6ba5c5b,type_7,0.7
ef_1e224c4d,type_7,0.7
ef_70916259,type_7,0.7
ef_a59135ea,type_7,0.7
ef_27f333fe,type_7,0.7
ef_276bc472,type_7,0.7
ef_ebb26f06,type_7,0.7
ef_abae93d5,type_7,0.7
ef_df059386,type_7,0.7
ef_5f6fdd98,type_7,0.7
ef_d6cc5f19,type_7,0.7
ef_f469f609,type_7,0.7
ef_33df278f,type_7,0.7
ef_a48862bb,type_7,0.7
ef_09ffc712,type_7,0.7
ef_ea274299,type_7,0.7
ef_80811d78,type_7,0.7
ef_953b6512,type_7,0.7
ef_d2b3d0e2,type_7,0.7
ef_74e0ebb6,type_7,0.7
ef_796c1616,type_7,0.7
ef_a3569dc5,type_7,0.7
ef_866608ff,type_7,0.7
ef_1800d7b8,type_7,0.7
ef_9e547f80,type_7,0.7
ef_efc1a8ca,type_7,0.7
ef_7155cbba,type_7,0.7
ef_ec5e9fbc,type_7,0.7
ef_b87222fb,type_7,0.7
ef_7b271b42,type_7,0.7
ef_6adbc5fb,type_7,0.7
ef_87537767,type_7,0.7
ef_a3dc807e,type_7,0.7
ef_a630cf2f,type_7,0.7
ef_27b36efa,type_7,0.7
ef_e11702f9,type_7,0.7
ef_01d40809,type_7,0.7
ef_e8b1a5d3,type_7,0.7
ef_547c83ef,type_7,0.7
ef_ce93dd63,type_7,0.7
ef_c309da6e,type_7,0.7
ef_2b4c283f,type_7,0.7
ef_2ebba993,type_7,0.7
ef_b44eea1a,type_7,0.7
ef_cfe3ee85,type_7,0.7
ef_d547e078,type_7,0.7
ef_81bd9d9b,type_7,0.7
ef_c42b01e4,type_7,0.7
ef_cda52e83,type_7,0.7
ef_0979cf03,type_7,0.7
ef_54edf9ff,type_7,0.7
ef_2e4bcb7d,type_7,0.7
ef_7f568137,type_7,0.7
ef_a7066e17,type_7,0.7
ef_dd02ccfd,type_7,0.7
ef_18aef13f,type_7,0.7
ef_a7422603,type_7,0.7
ef_ea488bdc,type_7,0.7
ef_c0b1caed,type_7,0.7
ef_c3e540eb,type_7,0.7
ef_32e4d3a7,type_7,0.7
ef_d1d3c011,type_7,0.7
ef_6e631fb3,type_7,0.7
ef_b9913429,type_7,0.7
ef_14496c11,type_7,0.7
ef_57d39b13,type_7,0.7
ef_cf56928f,type_7,0.7
ef_c86d7068,type_7,0.7
ef_7326495c,type_7,0.7
ef_939131fd,type_7,0.7
ef_3cdf0ff4,type_7,0.7
ef_896bb402,type_7,0.7
ef_3afa732d,type_7,0.7
ef_93efe377,type_7,0.7
ef_2086abd0,type_7,0.7
ef_dfa49fec,type_7,0.7
ef_d7db645d,type_7,0.7
ef_629d7b78,type_7,0.7
ef_1f3a0a04,type_7,0.7
ef_31431e3b,type_7,0.7
ef_bd0281ba,type_7,0.7
ef_a63429ed,type_7,0.7
ef_d22481fd,type_7,0.7
ef_791e4690,type_7,0.7
ef_a9168e86,type_7,0.7
ef_c96e828f,type_7,0.7
ef_6d00f6e2,type_7,0.7
ef_f0088c95,type_7,0.7
ef_0cab244d,type_7,0.7
ef_57fe52e0,type_7,0.7
ef_2160c0cb,type_7,0.7
ef_acb0c3c0,type_7,0.7
ef_bd44172a,type_7,0.7
ef_594d6270,type_7,0.7
ef_44d07224,type_7,0.7
ef_36821c88,type_7,0.7
ef_0dbd3a47,type_7,0.7
ef_109b58fc,type_7,0.7
ef_975e9901,type_7,0.7
ef_a039a327,type_7,0.7
ef_0231c74d,type_7,0.7
ef_558cc2f0,type_7,0.7
ef_87fcc3e1,type_7,0.7
ef_0c241680,type_7,0.7
ef_d75611f3,type_7,0.7
ef_0b1457a1,type_7,0.7
ef_661bd59e,type_7,0.7
ef_6792e969,type_7,0.7
ef_d54b83e7,type_7,0.7
ef_030e28e3,type_7,0.7
ef_6633d1b3,type_7,0.7
ef_aa920922,type_7,0.7
ef_040b4130,type_7,0.7
ef_68ee0aca,type_7,0.7
ef_e2860a89,type_7,0.7
ef_44837a60,type_7,0.7
ef_ec414b7d,type_7,0.7
ef_13d4cf8e,type_7,0.7
ef_f9b4c953,type_7,0.7
ef_7b19083b,type_7,0.7
ef_326c6b48,type_7,0.7
ef_54d4d719,type_7,0.7
ef_1271155f,type_7,0.7
ef_07e9ff8a,type_7,0.7
ef_f217f949,type_7,0.7
ef_794f1d8b,type_7,0.7
ef_72f31643,type_7,0.7
ef_b3d5f4aa,type_7,0.7
ef_1aad2fc6,type_7,0.7
ef_a1542685,type_7,0.7
ef_4688b2ce,type_7,0.7
ef_2cedb58d,type_7,0.7
ef_26e7df06,type_7,0.7
ef_3f66f8b1,type_7,0.7
ef_b64ed981,type_7,0.7
ef_9e043188,type_7,0.7
ef_3d1f7fbc,type_7,0.7
ef_49636a93,type_7,0.7
ef_fcf18f0a,type_7,0.7
ef_7899fdd1,type_7,0.7
ef_131d8744,type_7,0.7
ef_fdfaa6d9,type_7,0.7
ef_50cb01df,type_7,0.7
ef_1dd5474f,type_7,0.7
ef_506c3565,type_7,0.7
ef_9a899874,type_7,0.7
ef_1fc1ca85,type_7,0.7
ef_10c4c049,type_7,0.7
ef_bade9092,type_7,0.7
ef_9b0a51b8,type_7,0.7
ef_97a9d664,type_7,0.7
ef_5e7d52a5,type_7,0.7
ef_be26a538,type_7,0.7
ef_c37f285c,type_7,0.7
ef_9eb6dbd0,type_7,0.7
ef_85c8df82,type_7,0.7
ef_7ea79f21,type_7,0.7
ef_4ea5d121,type_7,0.7
ef_e3bc0833,type_7,0.7
ef_189d0aa5,type_7,0.7
ef_ec46e29d,type_7,0.7
ef_44144ce7,type_7,0.7
ef_96da9f82,type_7,0.7
ef_6a8f2789,type_7,0.7
ef_a74135bc,type_7,0.7
ef_24aae1c9,type_7,0.7
ef_8e625a16,type_7,0.7
ef_1699c604,type_7,0.7
ef_c7fea6bd,type_7,0.7
ef_0e049fb1,type_7,0.7
ef_11461bac,type_7,0.7
ef_3a48066b,type_7,0.7
ef_2dee2dcb,type_7,0.7
ef_8d5f60bf,type_7,0.7
ef_97b1b058,type_7,0.7
ef_00127000,type_7,0.7
ef_a577c7ad,type_7,0.7
ef_468fc68b,type_7,0.7
ef_a65f0017,type_7,0.7
ef_413bb617,type_7,0.7
ef_416c00c9,type_7,0.7
ef_f8f014d3,type_7,0.7
ef_7f2e96fd,type_7,0.7
ef_5a481f82,type_7,0.7
ef_455acae3,type_7,0.7
ef_05aedf91,type_7,0.7
ef_db669274,type_7,0.7
ef_c28da776,type_7,0.7
ef_04695005,type_7,0.7
ef_4d2732ad,type_7,0.7
ef_8ea2d90d,type_7,0.7
ef_98ca9588,type_7,0.7
ef_1effa5b0,type_7,0.7
ef_ad4a7e5f,type_7,0.7
ef_ed9a1ea0,type_7,0.7
ef_51236a4b,type_7,0.7
ef_a5b7e295,type_7,0.7
ef_4924fe6c,type_7,0.7
ef_5e535b0a,type_7,0.7
