entity_id,entity_name,entity_type,ef_value,ef_unit,region,source_dataset,confidence,timestamp,tags,is_outlier,metadata
OPENLCA_Construction_Construction_-_Disposal_Nitrous_oxide,Construction - Disposal,process,0.049682633000828084,kg CO2e,GLB,OpenLCA,0.7,2025-03-13,"['category:Construction', 'flow:Nitrous oxide']",False,"{""source"": ""OpenLCA"", ""process_type"": ""Disposal"", ""category"": ""Construction""}"
OPENLCA_Construction_Construction_-_Transport_Carbon_dioxide,Construction - Transport,process,8.617946607406251,kg CO2e,GLB,OpenLCA,0.7,2025-03-13,"['category:Construction', 'flow:Carbon dioxide']",False,"{""source"": ""OpenLCA"", ""process_type"": ""Transport"", ""category"": ""Construction""}"
OPENLCA_Construction_Construction_-_Transport_Methane,Construction - Transport,process,0.46403147988895277,kg CO2e,GLB,OpenLCA,0.7,2025-03-13,"['category:Construction', 'flow:Methane']",False,"{""source"": ""OpenLCA"", ""process_type"": ""Transport"", ""category"": ""Construction""}"
OPENLCA_Construction_Construction_-_Transport_Nitrous_oxide,Construction - Transport,process,0.09221279021195675,kg CO2e,GLB,OpenLCA,0.7,2025-03-13,"['category:Construction', 'flow:Nitrous oxide']",False,"{""source"": ""OpenLCA"", ""process_type"": ""Transport"", ""category"": ""Construction""}"
OPENLCA_Construction_Construction_-_Storage_Carbon_dioxide,Construction - Storage,process,4.819156181293759,kg CO2e,GLB,OpenLCA,0.7,2025-03-13,"['category:Construction', 'flow:Carbon dioxide']",False,"{""source"": ""OpenLCA"", ""process_type"": ""Storage"", ""category"": ""Construction""}"
OPENLCA_Construction_Construction_-_Storage_Methane,Construction - Storage,process,0.2549074687742919,kg CO2e,GLB,OpenLCA,0.7,2025-03-13,"['category:Construction', 'flow:Methane']",False,"{""source"": ""OpenLCA"", ""process_type"": ""Storage"", ""category"": ""Construction""}"
OPENLCA_Construction_Construction_-_Storage_Nitrous_oxide,Construction - Storage,process,0.0587332732495189,kg CO2e,GLB,OpenLCA,0.7,2025-03-13,"['category:Construction', 'flow:Nitrous oxide']",False,"{""source"": ""OpenLCA"", ""process_type"": ""Storage"", ""category"": ""Construction""}"
OPENLCA_Construction_Construction_-_Extraction_Carbon_dioxide,Construction - Extraction,process,4.294679580507874,kg CO2e,GLB,OpenLCA,0.7,2025-03-13,"['category:Construction', 'flow:Carbon dioxide']",False,"{""source"": ""OpenLCA"", ""process_type"": ""Extraction"", ""category"": ""Construction""}"
OPENLCA_Construction_Construction_-_Extraction_Methane,Construction - Extraction,process,0.17285541394559822,kg CO2e,GLB,OpenLCA,0.7,2025-03-13,"['category:Construction', 'flow:Methane']",False,"{""source"": ""OpenLCA"", ""process_type"": ""Extraction"", ""category"": ""Construction""}"
OPENLCA_Construction_Construction_-_Extraction_Nitrous_oxide,Construction - Extraction,process,0.038458918856007315,kg CO2e,GLB,OpenLCA,0.7,2025-03-13,"['category:Construction', 'flow:Nitrous oxide']",False,"{""source"": ""OpenLCA"", ""process_type"": ""Extraction"", ""category"": ""Construction""}"
OPENLCA_Construction_Construction_-_Refining_Carbon_dioxide,Construction - Refining,process,5.522415535395763,kg CO2e,GLB,OpenLCA,0.7,2025-03-13,"['category:Construction', 'flow:Carbon dioxide']",False,"{""source"": ""OpenLCA"", ""process_type"": ""Refining"", ""category"": ""Construction""}"
OPENLCA_Construction_Construction_-_Refining_Methane,Construction - Refining,process,0.2418307741077905,kg CO2e,GLB,OpenLCA,0.7,2025-03-13,"['category:Construction', 'flow:Methane']",False,"{""source"": ""OpenLCA"", ""process_type"": ""Refining"", ""category"": ""Construction""}"
OPENLCA_Construction_Construction_-_Refining_Nitrous_oxide,Construction - Refining,process,0.049739065334890475,kg CO2e,GLB,OpenLCA,0.7,2025-03-13,"['category:Construction', 'flow:Nitrous oxide']",False,"{""source"": ""OpenLCA"", ""process_type"": ""Refining"", ""category"": ""Construction""}"
OPENLCA_Construction_Construction_-_Assembly_Carbon_dioxide,Construction - Assembly,process,3.630884621220146,kg CO2e,GLB,OpenLCA,0.7,2025-03-13,"['category:Construction', 'flow:Carbon dioxide']",False,"{""source"": ""OpenLCA"", ""process_type"": ""Assembly"", ""category"": ""Construction""}"
OPENLCA_Construction_Construction_-_Assembly_Methane,Construction - Assembly,process,0.20660630570135183,kg CO2e,GLB,OpenLCA,0.7,2025-03-13,"['category:Construction', 'flow:Methane']",False,"{""source"": ""OpenLCA"", ""process_type"": ""Assembly"", ""category"": ""Construction""}"
OPENLCA_Construction_Construction_-_Assembly_Nitrous_oxide,Construction - Assembly,process,0.03593443980365323,kg CO2e,GLB,OpenLCA,0.7,2025-03-13,"['category:Construction', 'flow:Nitrous oxide']",False,"{""source"": ""OpenLCA"", ""process_type"": ""Assembly"", ""category"": ""Construction""}"
OPENLCA_Construction_Construction_-_Packaging_Carbon_dioxide,Construction - Packaging,process,4.132039490948611,kg CO2e,GLB,OpenLCA,0.7,2025-03-13,"['category:Construction', 'flow:Carbon dioxide']",False,"{""source"": ""OpenLCA"", ""process_type"": ""Packaging"", ""category"": ""Construction""}"
OPENLCA_Construction_Construction_-_Packaging_Methane,Construction - Packaging,process,0.17922071679308327,kg CO2e,GLB,OpenLCA,0.7,2025-03-13,"['category:Construction', 'flow:Methane']",False,"{""source"": ""OpenLCA"", ""process_type"": ""Packaging"", ""category"": ""Construction""}"
OPENLCA_Construction_Construction_-_Packaging_Nitrous_oxide,Construction - Packaging,process,0.03889493163577287,kg CO2e,GLB,OpenLCA,0.7,2025-03-13,"['category:Construction', 'flow:Nitrous oxide']",False,"{""source"": ""OpenLCA"", ""process_type"": ""Packaging"", ""category"": ""Construction""}"
OPENLCA_Construction_Construction_-_Maintenance_Carbon_dioxide,Construction - Maintenance,process,7.575968424695489,kg CO2e,GLB,OpenLCA,0.7,2025-03-13,"['category:Construction', 'flow:Carbon dioxide']",False,"{""source"": ""OpenLCA"", ""process_type"": ""Maintenance"", ""category"": ""Construction""}"
OPENLCA_Construction_Construction_-_Maintenance_Methane,Construction - Maintenance,process,0.27475669391747265,kg CO2e,GLB,OpenLCA,0.7,2025-03-13,"['category:Construction', 'flow:Methane']",False,"{""source"": ""OpenLCA"", ""process_type"": ""Maintenance"", ""category"": ""Construction""}"
OPENLCA_Construction_Construction_-_Maintenance_Nitrous_oxide,Construction - Maintenance,process,0.06966551011985202,kg CO2e,GLB,OpenLCA,0.7,2025-03-13,"['category:Construction', 'flow:Nitrous oxide']",False,"{""source"": ""OpenLCA"", ""process_type"": ""Maintenance"", ""category"": ""Construction""}"
OPENLCA_Construction_Construction_-_Combustion_Carbon_dioxide,Construction - Combustion,process,6.829399779914966,kg CO2e,GLB,OpenLCA,0.7,2025-03-13,"['category:Construction', 'flow:Carbon dioxide']",False,"{""source"": ""OpenLCA"", ""process_type"": ""Combustion"", ""category"": ""Construction""}"
OPENLCA_Construction_Construction_-_Combustion_Methane,Construction - Combustion,process,0.39665000752189533,kg CO2e,GLB,OpenLCA,0.7,2025-03-13,"['category:Construction', 'flow:Methane']",False,"{""source"": ""OpenLCA"", ""process_type"": ""Combustion"", ""category"": ""Construction""}"
OPENLCA_Construction_Construction_-_Combustion_Nitrous_oxide,Construction - Combustion,process,0.07519693170566301,kg CO2e,GLB,OpenLCA,0.7,2025-03-13,"['category:Construction', 'flow:Nitrous oxide']",False,"{""source"": ""OpenLCA"", ""process_type"": ""Combustion"", ""category"": ""Construction""}"
OPENLCA_Construction_Construction_-_Treatment_Carbon_dioxide,Construction - Treatment,process,2.513919639413685,kg CO2e,GLB,OpenLCA,0.7,2025-03-13,"['category:Construction', 'flow:Carbon dioxide']",False,"{""source"": ""OpenLCA"", ""process_type"": ""Treatment"", ""category"": ""Construction""}"
OPENLCA_Construction_Construction_-_Treatment_Methane,Construction - Treatment,process,0.16576838304046618,kg CO2e,GLB,OpenLCA,0.7,2025-03-13,"['category:Construction', 'flow:Methane']",False,"{""source"": ""OpenLCA"", ""process_type"": ""Treatment"", ""category"": ""Construction""}"
OPENLCA_Construction_Construction_-_Treatment_Nitrous_oxide,Construction - Treatment,process,0.027566315070818144,kg CO2e,GLB,OpenLCA,0.7,2025-03-13,"['category:Construction', 'flow:Nitrous oxide']",False,"{""source"": ""OpenLCA"", ""process_type"": ""Treatment"", ""category"": ""Construction""}"
OPENLCA_Waste_Management_Waste_Management_-_Production_Carbon_dioxide,Waste Management - Production,process,2.3607183196536603,kg CO2e,GLB,OpenLCA,0.7,2025-03-13,"['category:Waste Management', 'flow:Carbon dioxide']",False,"{""source"": ""OpenLCA"", ""process_type"": ""Production"", ""category"": ""Waste Management""}"
OPENLCA_Waste_Management_Waste_Management_-_Production_Methane,Waste Management - Production,process,0.11877895419427438,kg CO2e,GLB,OpenLCA,0.7,2025-03-13,"['category:Waste Management', 'flow:Methane']",False,"{""source"": ""OpenLCA"", ""process_type"": ""Production"", ""category"": ""Waste Management""}"
OPENLCA_Waste_Management_Waste_Management_-_Production_Nitrous_oxide,Waste Management - Production,process,0.0313463985648155,kg CO2e,GLB,OpenLCA,0.7,2025-03-13,"['category:Waste Management', 'flow:Nitrous oxide']",False,"{""source"": ""OpenLCA"", ""process_type"": ""Production"", ""category"": ""Waste Management""}"
OPENLCA_Waste_Management_Waste_Management_-_Processing_Carbon_dioxide,Waste Management - Processing,process,3.874700593657921,kg CO2e,GLB,OpenLCA,0.7,2025-03-13,"['category:Waste Management', 'flow:Carbon dioxide']",False,"{""source"": ""OpenLCA"", ""process_type"": ""Processing"", ""category"": ""Waste Management""}"
OPENLCA_Waste_Management_Waste_Management_-_Processing_Methane,Waste Management - Processing,process,0.20993588484655998,kg CO2e,GLB,OpenLCA,0.7,2025-03-13,"['category:Waste Management', 'flow:Methane']",False,"{""source"": ""OpenLCA"", ""process_type"": ""Processing"", ""category"": ""Waste Management""}"
OPENLCA_Waste_Management_Waste_Management_-_Processing_Nitrous_oxide,Waste Management - Processing,process,0.04206962262766578,kg CO2e,GLB,OpenLCA,0.7,2025-03-13,"['category:Waste Management', 'flow:Nitrous oxide']",False,"{""source"": ""OpenLCA"", ""process_type"": ""Processing"", ""category"": ""Waste Management""}"
OPENLCA_Waste_Management_Waste_Management_-_Distribution_Carbon_dioxide,Waste Management - Distribution,process,3.850922300325832,kg CO2e,GLB,OpenLCA,0.7,2025-03-13,"['category:Waste Management', 'flow:Carbon dioxide']",False,"{""source"": ""OpenLCA"", ""process_type"": ""Distribution"", ""category"": ""Waste Management""}"
OPENLCA_Waste_Management_Waste_Management_-_Distribution_Methane,Waste Management - Distribution,process,0.18080698380454965,kg CO2e,GLB,OpenLCA,0.7,2025-03-13,"['category:Waste Management', 'flow:Methane']",False,"{""source"": ""OpenLCA"", ""process_type"": ""Distribution"", ""category"": ""Waste Management""}"
OPENLCA_Waste_Management_Waste_Management_-_Distribution_Nitrous_oxide,Waste Management - Distribution,process,0.03962670138053612,kg CO2e,GLB,OpenLCA,0.7,2025-03-13,"['category:Waste Management', 'flow:Nitrous oxide']",False,"{""source"": ""OpenLCA"", ""process_type"": ""Distribution"", ""category"": ""Waste Management""}"
OPENLCA_Waste_Management_Waste_Management_-_Use_Carbon_dioxide,Waste Management - Use,process,2.9444653358667034,kg CO2e,GLB,OpenLCA,0.7,2025-03-13,"['category:Waste Management', 'flow:Carbon dioxide']",False,"{""source"": ""OpenLCA"", ""process_type"": ""Use"", ""category"": ""Waste Management""}"
OPENLCA_Waste_Management_Waste_Management_-_Use_Methane,Waste Management - Use,process,0.14070609715355203,kg CO2e,GLB,OpenLCA,0.7,2025-03-13,"['category:Waste Management', 'flow:Methane']",False,"{""source"": ""OpenLCA"", ""process_type"": ""Use"", ""category"": ""Waste Management""}"
OPENLCA_Waste_Management_Waste_Management_-_Use_Nitrous_oxide,Waste Management - Use,process,0.025905838543762903,kg CO2e,GLB,OpenLCA,0.7,2025-03-13,"['category:Waste Management', 'flow:Nitrous oxide']",False,"{""source"": ""OpenLCA"", ""process_type"": ""Use"", ""category"": ""Waste Management""}"
OPENLCA_Waste_Management_Waste_Management_-_End-of-life_Carbon_dioxide,Waste Management - End-of-life,process,4.367942476416336,kg CO2e,GLB,OpenLCA,0.7,2025-03-13,"['category:Waste Management', 'flow:Carbon dioxide']",False,"{""source"": ""OpenLCA"", ""process_type"": ""End-of-life"", ""category"": ""Waste Management""}"
OPENLCA_Waste_Management_Waste_Management_-_End-of-life_Methane,Waste Management - End-of-life,process,0.21393634434904035,kg CO2e,GLB,OpenLCA,0.7,2025-03-13,"['category:Waste Management', 'flow:Methane']",False,"{""source"": ""OpenLCA"", ""process_type"": ""End-of-life"", ""category"": ""Waste Management""}"
OPENLCA_Waste_Management_Waste_Management_-_End-of-life_Nitrous_oxide,Waste Management - End-of-life,process,0.03848234448854323,kg CO2e,GLB,OpenLCA,0.7,2025-03-13,"['category:Waste Management', 'flow:Nitrous oxide']",False,"{""source"": ""OpenLCA"", ""process_type"": ""End-of-life"", ""category"": ""Waste Management""}"
OPENLCA_Waste_Management_Waste_Management_-_Recycling_Carbon_dioxide,Waste Management - Recycling,process,0.5795467362600221,kg CO2e,GLB,OpenLCA,0.7,2025-03-13,"['category:Waste Management', 'flow:Carbon dioxide']",False,"{""source"": ""OpenLCA"", ""process_type"": ""Recycling"", ""category"": ""Waste Management""}"
OPENLCA_Waste_Management_Waste_Management_-_Recycling_Methane,Waste Management - Recycling,process,0.031867206487648965,kg CO2e,GLB,OpenLCA,0.7,2025-03-13,"['category:Waste Management', 'flow:Methane']",False,"{""source"": ""OpenLCA"", ""process_type"": ""Recycling"", ""category"": ""Waste Management""}"
OPENLCA_Waste_Management_Waste_Management_-_Recycling_Nitrous_oxide,Waste Management - Recycling,process,0.006127078719388402,kg CO2e,GLB,OpenLCA,0.7,2025-03-13,"['category:Waste Management', 'flow:Nitrous oxide']",False,"{""source"": ""OpenLCA"", ""process_type"": ""Recycling"", ""category"": ""Waste Management""}"
OPENLCA_Waste_Management_Waste_Management_-_Disposal_Carbon_dioxide,Waste Management - Disposal,process,5.081420116774228,kg CO2e,GLB,OpenLCA,0.7,2025-03-13,"['category:Waste Management', 'flow:Carbon dioxide']",False,"{""source"": ""OpenLCA"", ""process_type"": ""Disposal"", ""category"": ""Waste Management""}"
OPENLCA_Waste_Management_Waste_Management_-_Disposal_Methane,Waste Management - Disposal,process,0.19111040569633145,kg CO2e,GLB,OpenLCA,0.7,2025-03-13,"['category:Waste Management', 'flow:Methane']",False,"{""source"": ""OpenLCA"", ""process_type"": ""Disposal"", ""category"": ""Waste Management""}"
OPENLCA_Waste_Management_Waste_Management_-_Disposal_Nitrous_oxide,Waste Management - Disposal,process,0.051641020345143736,kg CO2e,GLB,OpenLCA,0.7,2025-03-13,"['category:Waste Management', 'flow:Nitrous oxide']",False,"{""source"": ""OpenLCA"", ""process_type"": ""Disposal"", ""category"": ""Waste Management""}"
OPENLCA_Waste_Management_Waste_Management_-_Transport_Carbon_dioxide,Waste Management - Transport,process,4.32729258878801,kg CO2e,GLB,OpenLCA,0.7,2025-03-13,"['category:Waste Management', 'flow:Carbon dioxide']",False,"{""source"": ""OpenLCA"", ""process_type"": ""Transport"", ""category"": ""Waste Management""}"
OPENLCA_Waste_Management_Waste_Management_-_Transport_Methane,Waste Management - Transport,process,0.2517588075044843,kg CO2e,GLB,OpenLCA,0.7,2025-03-13,"['category:Waste Management', 'flow:Methane']",False,"{""source"": ""OpenLCA"", ""process_type"": ""Transport"", ""category"": ""Waste Management""}"
OPENLCA_Waste_Management_Waste_Management_-_Transport_Nitrous_oxide,Waste Management - Transport,process,0.04720802446122744,kg CO2e,GLB,OpenLCA,0.7,2025-03-13,"['category:Waste Management', 'flow:Nitrous oxide']",False,"{""source"": ""OpenLCA"", ""process_type"": ""Transport"", ""category"": ""Waste Management""}"
OPENLCA_Waste_Management_Waste_Management_-_Storage_Carbon_dioxide,Waste Management - Storage,process,1.3037354932325633,kg CO2e,GLB,OpenLCA,0.7,2025-03-13,"['category:Waste Management', 'flow:Carbon dioxide']",False,"{""source"": ""OpenLCA"", ""process_type"": ""Storage"", ""category"": ""Waste Management""}"
OPENLCA_Waste_Management_Waste_Management_-_Storage_Methane,Waste Management - Storage,process,0.04997754228655053,kg CO2e,GLB,OpenLCA,0.7,2025-03-13,"['category:Waste Management', 'flow:Methane']",False,"{""source"": ""OpenLCA"", ""process_type"": ""Storage"", ""category"": ""Waste Management""}"
OPENLCA_Waste_Management_Waste_Management_-_Storage_Nitrous_oxide,Waste Management - Storage,process,0.01065512113846945,kg CO2e,GLB,OpenLCA,0.7,2025-03-13,"['category:Waste Management', 'flow:Nitrous oxide']",False,"{""source"": ""OpenLCA"", ""process_type"": ""Storage"", ""category"": ""Waste Management""}"
OPENLCA_Waste_Management_Waste_Management_-_Extraction_Carbon_dioxide,Waste Management - Extraction,process,1.8313408084078044,kg CO2e,GLB,OpenLCA,0.7,2025-03-13,"['category:Waste Management', 'flow:Carbon dioxide']",False,"{""source"": ""OpenLCA"", ""process_type"": ""Extraction"", ""category"": ""Waste Management""}"
OPENLCA_Waste_Management_Waste_Management_-_Extraction_Methane,Waste Management - Extraction,process,0.12605877785678035,kg CO2e,GLB,OpenLCA,0.7,2025-03-13,"['category:Waste Management', 'flow:Methane']",False,"{""source"": ""OpenLCA"", ""process_type"": ""Extraction"", ""category"": ""Waste Management""}"
OPENLCA_Waste_Management_Waste_Management_-_Extraction_Nitrous_oxide,Waste Management - Extraction,process,0.01981750315399707,kg CO2e,GLB,OpenLCA,0.7,2025-03-13,"['category:Waste Management', 'flow:Nitrous oxide']",False,"{""source"": ""OpenLCA"", ""process_type"": ""Extraction"", ""category"": ""Waste Management""}"
OPENLCA_Waste_Management_Waste_Management_-_Refining_Carbon_dioxide,Waste Management - Refining,process,2.819040004404833,kg CO2e,GLB,OpenLCA,0.7,2025-03-13,"['category:Waste Management', 'flow:Carbon dioxide']",False,"{""source"": ""OpenLCA"", ""process_type"": ""Refining"", ""category"": ""Waste Management""}"
OPENLCA_Waste_Management_Waste_Management_-_Refining_Methane,Waste Management - Refining,process,0.15651048039521578,kg CO2e,GLB,OpenLCA,0.7,2025-03-13,"['category:Waste Management', 'flow:Methane']",False,"{""source"": ""OpenLCA"", ""process_type"": ""Refining"", ""category"": ""Waste Management""}"
OPENLCA_Waste_Management_Waste_Management_-_Refining_Nitrous_oxide,Waste Management - Refining,process,0.02614918009046361,kg CO2e,GLB,OpenLCA,0.7,2025-03-13,"['category:Waste Management', 'flow:Nitrous oxide']",False,"{""source"": ""OpenLCA"", ""process_type"": ""Refining"", ""category"": ""Waste Management""}"
OPENLCA_Waste_Management_Waste_Management_-_Assembly_Carbon_dioxide,Waste Management - Assembly,process,1.587724050976092,kg CO2e,GLB,OpenLCA,0.7,2025-03-13,"['category:Waste Management', 'flow:Carbon dioxide']",False,"{""source"": ""OpenLCA"", ""process_type"": ""Assembly"", ""category"": ""Waste Management""}"
OPENLCA_Waste_Management_Waste_Management_-_Assembly_Methane,Waste Management - Assembly,process,0.08311553974255984,kg CO2e,GLB,OpenLCA,0.7,2025-03-13,"['category:Waste Management', 'flow:Methane']",False,"{""source"": ""OpenLCA"", ""process_type"": ""Assembly"", ""category"": ""Waste Management""}"
OPENLCA_Waste_Management_Waste_Management_-_Assembly_Nitrous_oxide,Waste Management - Assembly,process,0.01627126050267514,kg CO2e,GLB,OpenLCA,0.7,2025-03-13,"['category:Waste Management', 'flow:Nitrous oxide']",False,"{""source"": ""OpenLCA"", ""process_type"": ""Assembly"", ""category"": ""Waste Management""}"
OPENLCA_Waste_Management_Waste_Management_-_Packaging_Carbon_dioxide,Waste Management - Packaging,process,3.444506549759746,kg CO2e,GLB,OpenLCA,0.7,2025-03-13,"['category:Waste Management', 'flow:Carbon dioxide']",False,"{""source"": ""OpenLCA"", ""process_type"": ""Packaging"", ""category"": ""Waste Management""}"
OPENLCA_Waste_Management_Waste_Management_-_Packaging_Methane,Waste Management - Packaging,process,0.14197323390960923,kg CO2e,GLB,OpenLCA,0.7,2025-03-13,"['category:Waste Management', 'flow:Methane']",False,"{""source"": ""OpenLCA"", ""process_type"": ""Packaging"", ""category"": ""Waste Management""}"
OPENLCA_Waste_Management_Waste_Management_-_Packaging_Nitrous_oxide,Waste Management - Packaging,process,0.03395564276152502,kg CO2e,GLB,OpenLCA,0.7,2025-03-13,"['category:Waste Management', 'flow:Nitrous oxide']",False,"{""source"": ""OpenLCA"", ""process_type"": ""Packaging"", ""category"": ""Waste Management""}"
OPENLCA_Waste_Management_Waste_Management_-_Maintenance_Carbon_dioxide,Waste Management - Maintenance,process,4.877797844897744,kg CO2e,GLB,OpenLCA,0.7,2025-03-13,"['category:Waste Management', 'flow:Carbon dioxide']",False,"{""source"": ""OpenLCA"", ""process_type"": ""Maintenance"", ""category"": ""Waste Management""}"
OPENLCA_Waste_Management_Waste_Management_-_Maintenance_Methane,Waste Management - Maintenance,process,0.2188035111263557,kg CO2e,GLB,OpenLCA,0.7,2025-03-13,"['category:Waste Management', 'flow:Methane']",False,"{""source"": ""OpenLCA"", ""process_type"": ""Maintenance"", ""category"": ""Waste Management""}"
OPENLCA_Waste_Management_Waste_Management_-_Maintenance_Nitrous_oxide,Waste Management - Maintenance,process,0.040897024461640084,kg CO2e,GLB,OpenLCA,0.7,2025-03-13,"['category:Waste Management', 'flow:Nitrous oxide']",False,"{""source"": ""OpenLCA"", ""process_type"": ""Maintenance"", ""category"": ""Waste Management""}"
OPENLCA_Waste_Management_Waste_Management_-_Combustion_Carbon_dioxide,Waste Management - Combustion,process,3.244765175265647,kg CO2e,GLB,OpenLCA,0.7,2025-03-13,"['category:Waste Management', 'flow:Carbon dioxide']",False,"{""source"": ""OpenLCA"", ""process_type"": ""Combustion"", ""category"": ""Waste Management""}"
OPENLCA_Waste_Management_Waste_Management_-_Combustion_Methane,Waste Management - Combustion,process,0.13442980857286566,kg CO2e,GLB,OpenLCA,0.7,2025-03-13,"['category:Waste Management', 'flow:Methane']",False,"{""source"": ""OpenLCA"", ""process_type"": ""Combustion"", ""category"": ""Waste Management""}"
OPENLCA_Waste_Management_Waste_Management_-_Combustion_Nitrous_oxide,Waste Management - Combustion,process,0.025863146290978446,kg CO2e,GLB,OpenLCA,0.7,2025-03-13,"['category:Waste Management', 'flow:Nitrous oxide']",False,"{""source"": ""OpenLCA"", ""process_type"": ""Combustion"", ""category"": ""Waste Management""}"
OPENLCA_Waste_Management_Waste_Management_-_Treatment_Carbon_dioxide,Waste Management - Treatment,process,5.070982568744175,kg CO2e,GLB,OpenLCA,0.7,2025-03-13,"['category:Waste Management', 'flow:Carbon dioxide']",False,"{""source"": ""OpenLCA"", ""process_type"": ""Treatment"", ""category"": ""Waste Management""}"
OPENLCA_Waste_Management_Waste_Management_-_Treatment_Methane,Waste Management - Treatment,process,0.21114363585040186,kg CO2e,GLB,OpenLCA,0.7,2025-03-13,"['category:Waste Management', 'flow:Methane']",False,"{""source"": ""OpenLCA"", ""process_type"": ""Treatment"", ""category"": ""Waste Management""}"
OPENLCA_Waste_Management_Waste_Management_-_Treatment_Nitrous_oxide,Waste Management - Treatment,process,0.0548632566411283,kg CO2e,GLB,OpenLCA,0.7,2025-03-13,"['category:Waste Management', 'flow:Nitrous oxide']",False,"{""source"": ""OpenLCA"", ""process_type"": ""Treatment"", ""category"": ""Waste Management""}"
OPENLCA_Water_Supply_Water_Supply_-_Production_Carbon_dioxide,Water Supply - Production,process,2.999550185181121,kg CO2e,GLB,OpenLCA,0.7,2025-03-13,"['category:Water Supply', 'flow:Carbon dioxide']",False,"{""source"": ""OpenLCA"", ""process_type"": ""Production"", ""category"": ""Water Supply""}"
OPENLCA_Water_Supply_Water_Supply_-_Production_Methane,Water Supply - Production,process,0.16054521634842198,kg CO2e,GLB,OpenLCA,0.7,2025-03-13,"['category:Water Supply', 'flow:Methane']",False,"{""source"": ""OpenLCA"", ""process_type"": ""Production"", ""category"": ""Water Supply""}"
OPENLCA_Water_Supply_Water_Supply_-_Production_Nitrous_oxide,Water Supply - Production,process,0.03375921039433516,kg CO2e,GLB,OpenLCA,0.7,2025-03-13,"['category:Water Supply', 'flow:Nitrous oxide']",False,"{""source"": ""OpenLCA"", ""process_type"": ""Production"", ""category"": ""Water Supply""}"
OPENLCA_Water_Supply_Water_Supply_-_Processing_Carbon_dioxide,Water Supply - Processing,process,4.822337035469011,kg CO2e,GLB,OpenLCA,0.7,2025-03-13,"['category:Water Supply', 'flow:Carbon dioxide']",False,"{""source"": ""OpenLCA"", ""process_type"": ""Processing"", ""category"": ""Water Supply""}"
OPENLCA_Water_Supply_Water_Supply_-_Processing_Methane,Water Supply - Processing,process,0.2686346448013553,kg CO2e,GLB,OpenLCA,0.7,2025-03-13,"['category:Water Supply', 'flow:Methane']",False,"{""source"": ""OpenLCA"", ""process_type"": ""Processing"", ""category"": ""Water Supply""}"
OPENLCA_Water_Supply_Water_Supply_-_Processing_Nitrous_oxide,Water Supply - Processing,process,0.0381408873322863,kg CO2e,GLB,OpenLCA,0.7,2025-03-13,"['category:Water Supply', 'flow:Nitrous oxide']",False,"{""source"": ""OpenLCA"", ""process_type"": ""Processing"", ""category"": ""Water Supply""}"
OPENLCA_Water_Supply_Water_Supply_-_Distribution_Carbon_dioxide,Water Supply - Distribution,process,4.720052545642662,kg CO2e,GLB,OpenLCA,0.7,2025-03-13,"['category:Water Supply', 'flow:Carbon dioxide']",False,"{""source"": ""OpenLCA"", ""process_type"": ""Distribution"", ""category"": ""Water Supply""}"
OPENLCA_Water_Supply_Water_Supply_-_Distribution_Methane,Water Supply - Distribution,process,0.21964019044827937,kg CO2e,GLB,OpenLCA,0.7,2025-03-13,"['category:Water Supply', 'flow:Methane']",False,"{""source"": ""OpenLCA"", ""process_type"": ""Distribution"", ""category"": ""Water Supply""}"
OPENLCA_Water_Supply_Water_Supply_-_Distribution_Nitrous_oxide,Water Supply - Distribution,process,0.04417941131156949,kg CO2e,GLB,OpenLCA,0.7,2025-03-13,"['category:Water Supply', 'flow:Nitrous oxide']",False,"{""source"": ""OpenLCA"", ""process_type"": ""Distribution"", ""category"": ""Water Supply""}"
OPENLCA_Water_Supply_Water_Supply_-_Use_Carbon_dioxide,Water Supply - Use,process,3.5125081606231556,kg CO2e,GLB,OpenLCA,0.7,2025-03-13,"['category:Water Supply', 'flow:Carbon dioxide']",False,"{""source"": ""OpenLCA"", ""process_type"": ""Use"", ""category"": ""Water Supply""}"
OPENLCA_Water_Supply_Water_Supply_-_Use_Methane,Water Supply - Use,process,0.20251120376525925,kg CO2e,GLB,OpenLCA,0.7,2025-03-13,"['category:Water Supply', 'flow:Methane']",False,"{""source"": ""OpenLCA"", ""process_type"": ""Use"", ""category"": ""Water Supply""}"
OPENLCA_Water_Supply_Water_Supply_-_Use_Nitrous_oxide,Water Supply - Use,process,0.037396442549548485,kg CO2e,GLB,OpenLCA,0.7,2025-03-13,"['category:Water Supply', 'flow:Nitrous oxide']",False,"{""source"": ""OpenLCA"", ""process_type"": ""Use"", ""category"": ""Water Supply""}"
OPENLCA_Water_Supply_Water_Supply_-_End-of-life_Carbon_dioxide,Water Supply - End-of-life,process,2.4364622689993816,kg CO2e,GLB,OpenLCA,0.7,2025-03-13,"['category:Water Supply', 'flow:Carbon dioxide']",False,"{""source"": ""OpenLCA"", ""process_type"": ""End-of-life"", ""category"": ""Water Supply""}"
OPENLCA_Water_Supply_Water_Supply_-_End-of-life_Methane,Water Supply - End-of-life,process,0.11804383351682365,kg CO2e,GLB,OpenLCA,0.7,2025-03-13,"['category:Water Supply', 'flow:Methane']",False,"{""source"": ""OpenLCA"", ""process_type"": ""End-of-life"", ""category"": ""Water Supply""}"
