entity_id,entity_name,entity_type,ef_value,ef_unit,region,source_dataset,confidence,timestamp,tags
Animal farming,Animal farming,product,6.031518010832622,kg CO2e/EUR,FI,EXIOBASE_3.8,0.75,2025-03-13,['EXIOBASE region:FI']
Forestry,Forestry,product,3.3941322943388483,kg CO2e/EUR,FI,EXIOBASE_3.8,0.75,2025-03-13,['EXIOBASE region:FI']
Fishing,Fishing,product,3.7689992953150058,kg CO2e/EUR,FI,EXIOBASE_3.8,0.75,2025-03-13,['EXIOBASE region:FI']
Coal mining,Coal mining,product,16.546798463918392,kg CO2e/EUR,FI,EXIOBASE_3.8,0.75,2025-03-13,['EXIOBASE region:FI']
Oil extraction,Oil extraction,product,9.317583012093769,kg CO2e/EUR,FI,EXIOBASE_3.8,0.75,2025-03-13,['EXIOBASE region:FI']
Natural gas extraction,Natural gas extraction,product,14.107585911998497,kg CO2e/EUR,FI,EXIOBASE_3.8,0.75,2025-03-13,['EXIOBASE region:FI']
Food processing,Food processing,product,1.6977490868196332,kg CO2e/EUR,FI,EXIOBASE_3.8,0.75,2025-03-13,['EXIOBASE region:FI']
Textiles,Textiles,product,4.5571852199739515,kg CO2e/EUR,FI,EXIOBASE_3.8,0.75,2025-03-13,['EXIOBASE region:FI']
Wood products,Wood products,product,2.05477763167722,kg CO2e/EUR,FI,EXIOBASE_3.8,0.75,2025-03-13,['EXIOBASE region:FI']
Paper products,Paper products,product,3.369638007245697,kg CO2e/EUR,FI,EXIOBASE_3.8,0.75,2025-03-13,['EXIOBASE region:FI']
Chemical products,Chemical products,product,3.953677326403965,kg CO2e/EUR,FI,EXIOBASE_3.8,0.75,2025-03-13,['EXIOBASE region:FI']
Plastic products,Plastic products,product,4.190789031015413,kg CO2e/EUR,FI,EXIOBASE_3.8,0.75,2025-03-13,['EXIOBASE region:FI']
Glass products,Glass products,product,1.915278484072643,kg CO2e/EUR,FI,EXIOBASE_3.8,0.75,2025-03-13,['EXIOBASE region:FI']
Metal products,Metal products,product,4.980326996183127,kg CO2e/EUR,FI,EXIOBASE_3.8,0.75,2025-03-13,['EXIOBASE region:FI']
Machinery,Machinery,product,1.5472121666563248,kg CO2e/EUR,FI,EXIOBASE_3.8,0.75,2025-03-13,['EXIOBASE region:FI']
Electronics,Electronics,product,4.208234137806777,kg CO2e/EUR,FI,EXIOBASE_3.8,0.75,2025-03-13,['EXIOBASE region:FI']
Vehicles,Vehicles,product,2.766498846879516,kg CO2e/EUR,FI,EXIOBASE_3.8,0.75,2025-03-13,['EXIOBASE region:FI']
Electricity,Electricity,product,5.384412796999135,kg CO2e/EUR,FI,EXIOBASE_3.8,0.75,2025-03-13,['EXIOBASE region:FI']
Water supply,Water supply,product,0.5872276882953053,kg CO2e/EUR,FI,EXIOBASE_3.8,0.75,2025-03-13,['EXIOBASE region:FI']
Waste management,Waste management,product,4.8502427295634405,kg CO2e/EUR,FI,EXIOBASE_3.8,0.75,2025-03-13,['EXIOBASE region:FI']
Crop cultivation,Crop cultivation,product,2.992090665260829,kg CO2e/EUR,FR,EXIOBASE_3.8,0.75,2025-03-13,['EXIOBASE region:FR']
Animal farming,Animal farming,product,6.249659378578013,kg CO2e/EUR,FR,EXIOBASE_3.8,0.75,2025-03-13,['EXIOBASE region:FR']
Forestry,Forestry,product,3.9128282951437465,kg CO2e/EUR,FR,EXIOBASE_3.8,0.75,2025-03-13,['EXIOBASE region:FR']
Fishing,Fishing,product,2.2010699609515663,kg CO2e/EUR,FR,EXIOBASE_3.8,0.75,2025-03-13,['EXIOBASE region:FR']
Coal mining,Coal mining,product,4.99218781149095,kg CO2e/EUR,FR,EXIOBASE_3.8,0.75,2025-03-13,['EXIOBASE region:FR']
Oil extraction,Oil extraction,product,19.323889982662003,kg CO2e/EUR,FR,EXIOBASE_3.8,0.75,2025-03-13,['EXIOBASE region:FR']
Natural gas extraction,Natural gas extraction,product,14.497362797179369,kg CO2e/EUR,FR,EXIOBASE_3.8,0.75,2025-03-13,['EXIOBASE region:FR']
Food processing,Food processing,product,4.946688989386812,kg CO2e/EUR,FR,EXIOBASE_3.8,0.75,2025-03-13,['EXIOBASE region:FR']
Textiles,Textiles,product,4.31309105863817,kg CO2e/EUR,FR,EXIOBASE_3.8,0.75,2025-03-13,['EXIOBASE region:FR']
Wood products,Wood products,product,2.9825602724098945,kg CO2e/EUR,FR,EXIOBASE_3.8,0.75,2025-03-13,['EXIOBASE region:FR']
Paper products,Paper products,product,0.8649367538287493,kg CO2e/EUR,FR,EXIOBASE_3.8,0.75,2025-03-13,['EXIOBASE region:FR']
Chemical products,Chemical products,product,3.0669252301933616,kg CO2e/EUR,FR,EXIOBASE_3.8,0.75,2025-03-13,['EXIOBASE region:FR']
Plastic products,Plastic products,product,2.1500833221829128,kg CO2e/EUR,FR,EXIOBASE_3.8,0.75,2025-03-13,['EXIOBASE region:FR']
Glass products,Glass products,product,1.48204739178861,kg CO2e/EUR,FR,EXIOBASE_3.8,0.75,2025-03-13,['EXIOBASE region:FR']
Metal products,Metal products,product,0.6965538484877014,kg CO2e/EUR,FR,EXIOBASE_3.8,0.75,2025-03-13,['EXIOBASE region:FR']
Machinery,Machinery,product,2.9050106402329385,kg CO2e/EUR,FR,EXIOBASE_3.8,0.75,2025-03-13,['EXIOBASE region:FR']
Electronics,Electronics,product,1.240492254876103,kg CO2e/EUR,FR,EXIOBASE_3.8,0.75,2025-03-13,['EXIOBASE region:FR']
Vehicles,Vehicles,product,2.619116598203178,kg CO2e/EUR,FR,EXIOBASE_3.8,0.75,2025-03-13,['EXIOBASE region:FR']
Electricity,Electricity,product,13.470037935254592,kg CO2e/EUR,FR,EXIOBASE_3.8,0.75,2025-03-13,['EXIOBASE region:FR']
Water supply,Water supply,product,4.687068793092197,kg CO2e/EUR,FR,EXIOBASE_3.8,0.75,2025-03-13,['EXIOBASE region:FR']
Waste management,Waste management,product,0.4604045204293093,kg CO2e/EUR,FR,EXIOBASE_3.8,0.75,2025-03-13,['EXIOBASE region:FR']
Crop cultivation,Crop cultivation,product,1.3500348494796903,kg CO2e/EUR,GR,EXIOBASE_3.8,0.75,2025-03-13,['EXIOBASE region:GR']
Animal farming,Animal farming,product,3.317704142860298,kg CO2e/EUR,GR,EXIOBASE_3.8,0.75,2025-03-13,['EXIOBASE region:GR']
Forestry,Forestry,product,6.604361341606272,kg CO2e/EUR,GR,EXIOBASE_3.8,0.75,2025-03-13,['EXIOBASE region:GR']
Fishing,Fishing,product,3.0577478803552225,kg CO2e/EUR,GR,EXIOBASE_3.8,0.75,2025-03-13,['EXIOBASE region:GR']
Coal mining,Coal mining,product,18.43180881520568,kg CO2e/EUR,GR,EXIOBASE_3.8,0.75,2025-03-13,['EXIOBASE region:GR']
Oil extraction,Oil extraction,product,16.307879800330266,kg CO2e/EUR,GR,EXIOBASE_3.8,0.75,2025-03-13,['EXIOBASE region:GR']
Natural gas extraction,Natural gas extraction,product,6.847607064221297,kg CO2e/EUR,GR,EXIOBASE_3.8,0.75,2025-03-13,['EXIOBASE region:GR']
Food processing,Food processing,product,1.0317181991327853,kg CO2e/EUR,GR,EXIOBASE_3.8,0.75,2025-03-13,['EXIOBASE region:GR']
Textiles,Textiles,product,3.073507077656896,kg CO2e/EUR,GR,EXIOBASE_3.8,0.75,2025-03-13,['EXIOBASE region:GR']
Wood products,Wood products,product,4.492701820637851,kg CO2e/EUR,GR,EXIOBASE_3.8,0.75,2025-03-13,['EXIOBASE region:GR']
Paper products,Paper products,product,1.7552787229883906,kg CO2e/EUR,GR,EXIOBASE_3.8,0.75,2025-03-13,['EXIOBASE region:GR']
Chemical products,Chemical products,product,4.716730919500756,kg CO2e/EUR,GR,EXIOBASE_3.8,0.75,2025-03-13,['EXIOBASE region:GR']
Plastic products,Plastic products,product,2.11603582930869,kg CO2e/EUR,GR,EXIOBASE_3.8,0.75,2025-03-13,['EXIOBASE region:GR']
Glass products,Glass products,product,4.374946295361314,kg CO2e/EUR,GR,EXIOBASE_3.8,0.75,2025-03-13,['EXIOBASE region:GR']
Metal products,Metal products,product,1.1651757514524284,kg CO2e/EUR,GR,EXIOBASE_3.8,0.75,2025-03-13,['EXIOBASE region:GR']
Machinery,Machinery,product,2.8808424338524623,kg CO2e/EUR,GR,EXIOBASE_3.8,0.75,2025-03-13,['EXIOBASE region:GR']
Electronics,Electronics,product,3.851909956796517,kg CO2e/EUR,GR,EXIOBASE_3.8,0.75,2025-03-13,['EXIOBASE region:GR']
Vehicles,Vehicles,product,1.4302180204909278,kg CO2e/EUR,GR,EXIOBASE_3.8,0.75,2025-03-13,['EXIOBASE region:GR']
Electricity,Electricity,product,6.08363814054674,kg CO2e/EUR,GR,EXIOBASE_3.8,0.75,2025-03-13,['EXIOBASE region:GR']
Water supply,Water supply,product,4.752993247920405,kg CO2e/EUR,GR,EXIOBASE_3.8,0.75,2025-03-13,['EXIOBASE region:GR']
Waste management,Waste management,product,4.084090201681442,kg CO2e/EUR,GR,EXIOBASE_3.8,0.75,2025-03-13,['EXIOBASE region:GR']
Crop cultivation,Crop cultivation,product,7.423467757501241,kg CO2e/EUR,HR,EXIOBASE_3.8,0.75,2025-03-13,['EXIOBASE region:HR']
Animal farming,Animal farming,product,4.398481998053863,kg CO2e/EUR,HR,EXIOBASE_3.8,0.75,2025-03-13,['EXIOBASE region:HR']
Forestry,Forestry,product,5.6029606928964375,kg CO2e/EUR,HR,EXIOBASE_3.8,0.75,2025-03-13,['EXIOBASE region:HR']
Fishing,Fishing,product,3.582310705427467,kg CO2e/EUR,HR,EXIOBASE_3.8,0.75,2025-03-13,['EXIOBASE region:HR']
Coal mining,Coal mining,product,8.62250282531082,kg CO2e/EUR,HR,EXIOBASE_3.8,0.75,2025-03-13,['EXIOBASE region:HR']
Oil extraction,Oil extraction,product,11.019365263525968,kg CO2e/EUR,HR,EXIOBASE_3.8,0.75,2025-03-13,['EXIOBASE region:HR']
Natural gas extraction,Natural gas extraction,product,9.069021738972138,kg CO2e/EUR,HR,EXIOBASE_3.8,0.75,2025-03-13,['EXIOBASE region:HR']
Food processing,Food processing,product,0.5286489687726488,kg CO2e/EUR,HR,EXIOBASE_3.8,0.75,2025-03-13,['EXIOBASE region:HR']
Textiles,Textiles,product,0.803935658363995,kg CO2e/EUR,HR,EXIOBASE_3.8,0.75,2025-03-13,['EXIOBASE region:HR']
Wood products,Wood products,product,1.0101635706786491,kg CO2e/EUR,HR,EXIOBASE_3.8,0.75,2025-03-13,['EXIOBASE region:HR']
Paper products,Paper products,product,4.389608714750368,kg CO2e/EUR,HR,EXIOBASE_3.8,0.75,2025-03-13,['EXIOBASE region:HR']
Chemical products,Chemical products,product,1.0007583124582888,kg CO2e/EUR,HR,EXIOBASE_3.8,0.75,2025-03-13,['EXIOBASE region:HR']
Plastic products,Plastic products,product,3.837068622646599,kg CO2e/EUR,HR,EXIOBASE_3.8,0.75,2025-03-13,['EXIOBASE region:HR']
Glass products,Glass products,product,4.071976330570225,kg CO2e/EUR,HR,EXIOBASE_3.8,0.75,2025-03-13,['EXIOBASE region:HR']
Metal products,Metal products,product,1.2502008009965142,kg CO2e/EUR,HR,EXIOBASE_3.8,0.75,2025-03-13,['EXIOBASE region:HR']
Machinery,Machinery,product,1.3862284732702164,kg CO2e/EUR,HR,EXIOBASE_3.8,0.75,2025-03-13,['EXIOBASE region:HR']
Electronics,Electronics,product,2.707273956903129,kg CO2e/EUR,HR,EXIOBASE_3.8,0.75,2025-03-13,['EXIOBASE region:HR']
Vehicles,Vehicles,product,4.02831619583582,kg CO2e/EUR,HR,EXIOBASE_3.8,0.75,2025-03-13,['EXIOBASE region:HR']
Electricity,Electricity,product,5.924768759507486,kg CO2e/EUR,HR,EXIOBASE_3.8,0.75,2025-03-13,['EXIOBASE region:HR']
Water supply,Water supply,product,1.30680772321667,kg CO2e/EUR,HR,EXIOBASE_3.8,0.75,2025-03-13,['EXIOBASE region:HR']
Waste management,Waste management,product,1.713577047363368,kg CO2e/EUR,HR,EXIOBASE_3.8,0.75,2025-03-13,['EXIOBASE region:HR']
Crop cultivation,Crop cultivation,product,2.2259816991697745,kg CO2e/EUR,HU,EXIOBASE_3.8,0.75,2025-03-13,['EXIOBASE region:HU']
Animal farming,Animal farming,product,7.183992625206061,kg CO2e/EUR,HU,EXIOBASE_3.8,0.75,2025-03-13,['EXIOBASE region:HU']
Forestry,Forestry,product,6.5875731587985396,kg CO2e/EUR,HU,EXIOBASE_3.8,0.75,2025-03-13,['EXIOBASE region:HU']
Fishing,Fishing,product,2.0236430163223043,kg CO2e/EUR,HU,EXIOBASE_3.8,0.75,2025-03-13,['EXIOBASE region:HU']
Coal mining,Coal mining,product,18.284136276380227,kg CO2e/EUR,HU,EXIOBASE_3.8,0.75,2025-03-13,['EXIOBASE region:HU']
Oil extraction,Oil extraction,product,11.445694574394672,kg CO2e/EUR,HU,EXIOBASE_3.8,0.75,2025-03-13,['EXIOBASE region:HU']
Natural gas extraction,Natural gas extraction,product,6.8258148573081545,kg CO2e/EUR,HU,EXIOBASE_3.8,0.75,2025-03-13,['EXIOBASE region:HU']
Food processing,Food processing,product,4.276846804325038,kg CO2e/EUR,HU,EXIOBASE_3.8,0.75,2025-03-13,['EXIOBASE region:HU']
Textiles,Textiles,product,0.8541359376562805,kg CO2e/EUR,HU,EXIOBASE_3.8,0.75,2025-03-13,['EXIOBASE region:HU']
Wood products,Wood products,product,2.9513823304172155,kg CO2e/EUR,HU,EXIOBASE_3.8,0.75,2025-03-13,['EXIOBASE region:HU']
Paper products,Paper products,product,3.81749045579349,kg CO2e/EUR,HU,EXIOBASE_3.8,0.75,2025-03-13,['EXIOBASE region:HU']
Chemical products,Chemical products,product,1.5638576525834356,kg CO2e/EUR,HU,EXIOBASE_3.8,0.75,2025-03-13,['EXIOBASE region:HU']
Plastic products,Plastic products,product,2.481610835050361,kg CO2e/EUR,HU,EXIOBASE_3.8,0.75,2025-03-13,['EXIOBASE region:HU']
Glass products,Glass products,product,3.734447685811453,kg CO2e/EUR,HU,EXIOBASE_3.8,0.75,2025-03-13,['EXIOBASE region:HU']
Metal products,Metal products,product,4.342263590681147,kg CO2e/EUR,HU,EXIOBASE_3.8,0.75,2025-03-13,['EXIOBASE region:HU']
Machinery,Machinery,product,2.532320857472886,kg CO2e/EUR,HU,EXIOBASE_3.8,0.75,2025-03-13,['EXIOBASE region:HU']
Electronics,Electronics,product,1.7355989714378937,kg CO2e/EUR,HU,EXIOBASE_3.8,0.75,2025-03-13,['EXIOBASE region:HU']
Vehicles,Vehicles,product,0.8178669262946529,kg CO2e/EUR,HU,EXIOBASE_3.8,0.75,2025-03-13,['EXIOBASE region:HU']
Electricity,Electricity,product,17.498605058874652,kg CO2e/EUR,HU,EXIOBASE_3.8,0.75,2025-03-13,['EXIOBASE region:HU']
Water supply,Water supply,product,1.1791330001202818,kg CO2e/EUR,HU,EXIOBASE_3.8,0.75,2025-03-13,['EXIOBASE region:HU']
Waste management,Waste management,product,2.087365516711418,kg CO2e/EUR,HU,EXIOBASE_3.8,0.75,2025-03-13,['EXIOBASE region:HU']
Crop cultivation,Crop cultivation,product,5.676080277667109,kg CO2e/EUR,IE,EXIOBASE_3.8,0.75,2025-03-13,['EXIOBASE region:IE']
Animal farming,Animal farming,product,4.302640106440686,kg CO2e/EUR,IE,EXIOBASE_3.8,0.75,2025-03-13,['EXIOBASE region:IE']
Forestry,Forestry,product,2.588656845043885,kg CO2e/EUR,IE,EXIOBASE_3.8,0.75,2025-03-13,['EXIOBASE region:IE']
Fishing,Fishing,product,2.9344602123381174,kg CO2e/EUR,IE,EXIOBASE_3.8,0.75,2025-03-13,['EXIOBASE region:IE']
Coal mining,Coal mining,product,6.383453111888131,kg CO2e/EUR,IE,EXIOBASE_3.8,0.75,2025-03-13,['EXIOBASE region:IE']
Oil extraction,Oil extraction,product,6.249292230187699,kg CO2e/EUR,IE,EXIOBASE_3.8,0.75,2025-03-13,['EXIOBASE region:IE']
Natural gas extraction,Natural gas extraction,product,11.309273238997765,kg CO2e/EUR,IE,EXIOBASE_3.8,0.75,2025-03-13,['EXIOBASE region:IE']
Food processing,Food processing,product,3.4910087440609705,kg CO2e/EUR,IE,EXIOBASE_3.8,0.75,2025-03-13,['EXIOBASE region:IE']
Textiles,Textiles,product,1.7471970454495993,kg CO2e/EUR,IE,EXIOBASE_3.8,0.75,2025-03-13,['EXIOBASE region:IE']
Wood products,Wood products,product,3.3455383537659436,kg CO2e/EUR,IE,EXIOBASE_3.8,0.75,2025-03-13,['EXIOBASE region:IE']
Paper products,Paper products,product,4.50366110411047,kg CO2e/EUR,IE,EXIOBASE_3.8,0.75,2025-03-13,['EXIOBASE region:IE']
Chemical products,Chemical products,product,4.644295629437736,kg CO2e/EUR,IE,EXIOBASE_3.8,0.75,2025-03-13,['EXIOBASE region:IE']
Plastic products,Plastic products,product,4.841630424661703,kg CO2e/EUR,IE,EXIOBASE_3.8,0.75,2025-03-13,['EXIOBASE region:IE']
Glass products,Glass products,product,3.030787051812568,kg CO2e/EUR,IE,EXIOBASE_3.8,0.75,2025-03-13,['EXIOBASE region:IE']
Metal products,Metal products,product,1.718145799046714,kg CO2e/EUR,IE,EXIOBASE_3.8,0.75,2025-03-13,['EXIOBASE region:IE']
Machinery,Machinery,product,2.960831560951835,kg CO2e/EUR,IE,EXIOBASE_3.8,0.75,2025-03-13,['EXIOBASE region:IE']
Electronics,Electronics,product,3.228241729011453,kg CO2e/EUR,IE,EXIOBASE_3.8,0.75,2025-03-13,['EXIOBASE region:IE']
Vehicles,Vehicles,product,2.199189612308533,kg CO2e/EUR,IE,EXIOBASE_3.8,0.75,2025-03-13,['EXIOBASE region:IE']
Electricity,Electricity,product,14.8242508147565,kg CO2e/EUR,IE,EXIOBASE_3.8,0.75,2025-03-13,['EXIOBASE region:IE']
Water supply,Water supply,product,4.710461947844434,kg CO2e/EUR,IE,EXIOBASE_3.8,0.75,2025-03-13,['EXIOBASE region:IE']
Waste management,Waste management,product,2.9786418381205544,kg CO2e/EUR,IE,EXIOBASE_3.8,0.75,2025-03-13,['EXIOBASE region:IE']
Crop cultivation,Crop cultivation,product,2.810433559369615,kg CO2e/EUR,IT,EXIOBASE_3.8,0.75,2025-03-13,['EXIOBASE region:IT']
Animal farming,Animal farming,product,1.5648844785747986,kg CO2e/EUR,IT,EXIOBASE_3.8,0.75,2025-03-13,['EXIOBASE region:IT']
Forestry,Forestry,product,4.432479843031403,kg CO2e/EUR,IT,EXIOBASE_3.8,0.75,2025-03-13,['EXIOBASE region:IT']
Fishing,Fishing,product,4.49119926973125,kg CO2e/EUR,IT,EXIOBASE_3.8,0.75,2025-03-13,['EXIOBASE region:IT']
Coal mining,Coal mining,product,12.307204524075717,kg CO2e/EUR,IT,EXIOBASE_3.8,0.75,2025-03-13,['EXIOBASE region:IT']
Oil extraction,Oil extraction,product,5.335196959665349,kg CO2e/EUR,IT,EXIOBASE_3.8,0.75,2025-03-13,['EXIOBASE region:IT']
Natural gas extraction,Natural gas extraction,product,16.921897897521266,kg CO2e/EUR,IT,EXIOBASE_3.8,0.75,2025-03-13,['EXIOBASE region:IT']
Food processing,Food processing,product,4.241774957117027,kg CO2e/EUR,IT,EXIOBASE_3.8,0.75,2025-03-13,['EXIOBASE region:IT']
Textiles,Textiles,product,2.7748670093091317,kg CO2e/EUR,IT,EXIOBASE_3.8,0.75,2025-03-13,['EXIOBASE region:IT']
Wood products,Wood products,product,4.266945883370681,kg CO2e/EUR,IT,EXIOBASE_3.8,0.75,2025-03-13,['EXIOBASE region:IT']
Paper products,Paper products,product,1.563915056730965,kg CO2e/EUR,IT,EXIOBASE_3.8,0.75,2025-03-13,['EXIOBASE region:IT']
Chemical products,Chemical products,product,2.0366963745921662,kg CO2e/EUR,IT,EXIOBASE_3.8,0.75,2025-03-13,['EXIOBASE region:IT']
Plastic products,Plastic products,product,4.208753943502429,kg CO2e/EUR,IT,EXIOBASE_3.8,0.75,2025-03-13,['EXIOBASE region:IT']
Glass products,Glass products,product,2.8319949444110555,kg CO2e/EUR,IT,EXIOBASE_3.8,0.75,2025-03-13,['EXIOBASE region:IT']
Metal products,Metal products,product,1.2229896683095816,kg CO2e/EUR,IT,EXIOBASE_3.8,0.75,2025-03-13,['EXIOBASE region:IT']
Machinery,Machinery,product,1.517116425252791,kg CO2e/EUR,IT,EXIOBASE_3.8,0.75,2025-03-13,['EXIOBASE region:IT']
Electronics,Electronics,product,1.769606309171774,kg CO2e/EUR,IT,EXIOBASE_3.8,0.75,2025-03-13,['EXIOBASE region:IT']
Vehicles,Vehicles,product,3.7164739313114774,kg CO2e/EUR,IT,EXIOBASE_3.8,0.75,2025-03-13,['EXIOBASE region:IT']
Electricity,Electricity,product,13.198542473295568,kg CO2e/EUR,IT,EXIOBASE_3.8,0.75,2025-03-13,['EXIOBASE region:IT']
Water supply,Water supply,product,1.479377181454843,kg CO2e/EUR,IT,EXIOBASE_3.8,0.75,2025-03-13,['EXIOBASE region:IT']
Waste management,Waste management,product,4.050523140353199,kg CO2e/EUR,IT,EXIOBASE_3.8,0.75,2025-03-13,['EXIOBASE region:IT']
Crop cultivation,Crop cultivation,product,7.556580759976026,kg CO2e/EUR,LT,EXIOBASE_3.8,0.75,2025-03-13,['EXIOBASE region:LT']
Animal farming,Animal farming,product,6.9634453187997805,kg CO2e/EUR,LT,EXIOBASE_3.8,0.75,2025-03-13,['EXIOBASE region:LT']
Forestry,Forestry,product,3.467916366500571,kg CO2e/EUR,LT,EXIOBASE_3.8,0.75,2025-03-13,['EXIOBASE region:LT']
Fishing,Fishing,product,3.4936832166118426,kg CO2e/EUR,LT,EXIOBASE_3.8,0.75,2025-03-13,['EXIOBASE region:LT']
Coal mining,Coal mining,product,14.334681161999764,kg CO2e/EUR,LT,EXIOBASE_3.8,0.75,2025-03-13,['EXIOBASE region:LT']
Oil extraction,Oil extraction,product,15.005493260136614,kg CO2e/EUR,LT,EXIOBASE_3.8,0.75,2025-03-13,['EXIOBASE region:LT']
Natural gas extraction,Natural gas extraction,product,16.690675139586975,kg CO2e/EUR,LT,EXIOBASE_3.8,0.75,2025-03-13,['EXIOBASE region:LT']
Food processing,Food processing,product,3.426748129664941,kg CO2e/EUR,LT,EXIOBASE_3.8,0.75,2025-03-13,['EXIOBASE region:LT']
Textiles,Textiles,product,1.228812538873975,kg CO2e/EUR,LT,EXIOBASE_3.8,0.75,2025-03-13,['EXIOBASE region:LT']
Wood products,Wood products,product,0.6594854482014136,kg CO2e/EUR,LT,EXIOBASE_3.8,0.75,2025-03-13,['EXIOBASE region:LT']
Paper products,Paper products,product,4.887190018446412,kg CO2e/EUR,LT,EXIOBASE_3.8,0.75,2025-03-13,['EXIOBASE region:LT']
Chemical products,Chemical products,product,2.1616970357795404,kg CO2e/EUR,LT,EXIOBASE_3.8,0.75,2025-03-13,['EXIOBASE region:LT']
Plastic products,Plastic products,product,1.7307205846425897,kg CO2e/EUR,LT,EXIOBASE_3.8,0.75,2025-03-13,['EXIOBASE region:LT']
Glass products,Glass products,product,1.0049311646778512,kg CO2e/EUR,LT,EXIOBASE_3.8,0.75,2025-03-13,['EXIOBASE region:LT']
Metal products,Metal products,product,4.823993738916591,kg CO2e/EUR,LT,EXIOBASE_3.8,0.75,2025-03-13,['EXIOBASE region:LT']
Machinery,Machinery,product,1.391688827944786,kg CO2e/EUR,LT,EXIOBASE_3.8,0.75,2025-03-13,['EXIOBASE region:LT']
Electronics,Electronics,product,2.5467087380758966,kg CO2e/EUR,LT,EXIOBASE_3.8,0.75,2025-03-13,['EXIOBASE region:LT']
Vehicles,Vehicles,product,3.4237475348182933,kg CO2e/EUR,LT,EXIOBASE_3.8,0.75,2025-03-13,['EXIOBASE region:LT']
Electricity,Electricity,product,17.381783637463766,kg CO2e/EUR,LT,EXIOBASE_3.8,0.75,2025-03-13,['EXIOBASE region:LT']
Water supply,Water supply,product,2.2808949199715034,kg CO2e/EUR,LT,EXIOBASE_3.8,0.75,2025-03-13,['EXIOBASE region:LT']
Waste management,Waste management,product,2.910847916597298,kg CO2e/EUR,LT,EXIOBASE_3.8,0.75,2025-03-13,['EXIOBASE region:LT']
Crop cultivation,Crop cultivation,product,2.463807819519535,kg CO2e/EUR,LU,EXIOBASE_3.8,0.75,2025-03-13,['EXIOBASE region:LU']
Animal farming,Animal farming,product,6.76740115165144,kg CO2e/EUR,LU,EXIOBASE_3.8,0.75,2025-03-13,['EXIOBASE region:LU']
Forestry,Forestry,product,7.260012660904232,kg CO2e/EUR,LU,EXIOBASE_3.8,0.75,2025-03-13,['EXIOBASE region:LU']
Fishing,Fishing,product,1.4148582614082923,kg CO2e/EUR,LU,EXIOBASE_3.8,0.75,2025-03-13,['EXIOBASE region:LU']
Coal mining,Coal mining,product,7.766068346490488,kg CO2e/EUR,LU,EXIOBASE_3.8,0.75,2025-03-13,['EXIOBASE region:LU']
Oil extraction,Oil extraction,product,6.299697888757761,kg CO2e/EUR,LU,EXIOBASE_3.8,0.75,2025-03-13,['EXIOBASE region:LU']
Natural gas extraction,Natural gas extraction,product,8.570961303568378,kg CO2e/EUR,LU,EXIOBASE_3.8,0.75,2025-03-13,['EXIOBASE region:LU']
Food processing,Food processing,product,0.906317829720536,kg CO2e/EUR,LU,EXIOBASE_3.8,0.75,2025-03-13,['EXIOBASE region:LU']
Textiles,Textiles,product,4.349577392179202,kg CO2e/EUR,LU,EXIOBASE_3.8,0.75,2025-03-13,['EXIOBASE region:LU']
Wood products,Wood products,product,0.986967828548037,kg CO2e/EUR,LU,EXIOBASE_3.8,0.75,2025-03-13,['EXIOBASE region:LU']
Paper products,Paper products,product,2.408500349944772,kg CO2e/EUR,LU,EXIOBASE_3.8,0.75,2025-03-13,['EXIOBASE region:LU']
Chemical products,Chemical products,product,2.754569225351303,kg CO2e/EUR,LU,EXIOBASE_3.8,0.75,2025-03-13,['EXIOBASE region:LU']
Plastic products,Plastic products,product,4.678151691876724,kg CO2e/EUR,LU,EXIOBASE_3.8,0.75,2025-03-13,['EXIOBASE region:LU']
Glass products,Glass products,product,2.233324908126636,kg CO2e/EUR,LU,EXIOBASE_3.8,0.75,2025-03-13,['EXIOBASE region:LU']
Metal products,Metal products,product,4.100891219059166,kg CO2e/EUR,LU,EXIOBASE_3.8,0.75,2025-03-13,['EXIOBASE region:LU']
Machinery,Machinery,product,2.726215119690183,kg CO2e/EUR,LU,EXIOBASE_3.8,0.75,2025-03-13,['EXIOBASE region:LU']
Electronics,Electronics,product,0.6285514565395542,kg CO2e/EUR,LU,EXIOBASE_3.8,0.75,2025-03-13,['EXIOBASE region:LU']
Vehicles,Vehicles,product,3.33709548894383,kg CO2e/EUR,LU,EXIOBASE_3.8,0.75,2025-03-13,['EXIOBASE region:LU']
Electricity,Electricity,product,15.070785889308077,kg CO2e/EUR,LU,EXIOBASE_3.8,0.75,2025-03-13,['EXIOBASE region:LU']
Water supply,Water supply,product,0.755427793101948,kg CO2e/EUR,LU,EXIOBASE_3.8,0.75,2025-03-13,['EXIOBASE region:LU']
Waste management,Waste management,product,0.5289693511442828,kg CO2e/EUR,LU,EXIOBASE_3.8,0.75,2025-03-13,['EXIOBASE region:LU']
Crop cultivation,Crop cultivation,product,1.6513524679529392,kg CO2e/EUR,LV,EXIOBASE_3.8,0.75,2025-03-13,['EXIOBASE region:LV']
Animal farming,Animal farming,product,1.108877060491441,kg CO2e/EUR,LV,EXIOBASE_3.8,0.75,2025-03-13,['EXIOBASE region:LV']
Forestry,Forestry,product,7.019637307064752,kg CO2e/EUR,LV,EXIOBASE_3.8,0.75,2025-03-13,['EXIOBASE region:LV']
Fishing,Fishing,product,7.805095606957284,kg CO2e/EUR,LV,EXIOBASE_3.8,0.75,2025-03-13,['EXIOBASE region:LV']
