LCI_Name,ProductName,PEF_categoria,Climate_change_-_total,Unit,DQR
1443,Dairy 76,Dairy,13.42,kg,0.923379118664034
1444,Dairy 77,Dairy,2.71,kg,0.7115019869629595
1445,Dairy 78,Dairy,28.96,kg,0.9481974379277014
1446,Dairy 79,Dairy,6.94,kg,0.985616585973046
1447,Dairy 80,Dairy,13.36,kg,0.8373191167037977
1448,Dairy 81,Dairy,21.99,kg,0.7604848848227086
1449,Dairy 82,Dairy,24.24,kg,0.7206131126897155
1450,Dairy 83,Dairy,22.18,kg,0.7090093344610073
1451,Dairy 84,Dairy,25.39,kg,0.9783117281113661
1452,Dairy 85,Dairy,25.04,kg,0.8040868477607556
1453,Dairy 86,Dairy,106.46,kg,0.7884665635876542
1454,Dairy 87,Dairy,23.58,kg,0.967636242086141
1455,Dairy 88,Dairy,23.39,kg,0.850851084870915
1456,Dairy 89,Dairy,21.88,kg,0.8166731910396752
1457,Dairy 90,Dairy,29.74,kg,0.8361440644507722
1458,Dairy 91,Dairy,7.11,kg,0.8681868155691751
1459,Dairy 92,Dairy,18.63,kg,0.7613755440944305
1460,Dairy 93,Dairy,22.81,kg,0.8156097784922771
1461,Dairy 94,Dairy,22.2,kg,0.905924387968047
1462,Dairy 95,Dairy,25.72,kg,0.8798521230043563
1463,Dairy 96,Dairy,21.27,kg,0.9350767874221121
1464,Dairy 97,Dairy,2.63,kg,0.8488230764143841
1465,Dairy 98,Dairy,3.78,kg,0.9705803091062888
1466,Dairy 99,Dairy,19.34,kg,0.8981045474772846
1467,Dairy 100,Dairy,14.97,kg,0.7485800218618787
1468,Dairy 101,Dairy,11.44,kg,0.8231831205487811
1469,Dairy 102,Dairy,8.22,kg,0.8865798931478162
1470,Dairy 103,Dairy,29.22,kg,0.9774337991996462
1471,Dairy 104,Dairy,9.12,kg,0.9842261110252467
1472,Dairy 105,Dairy,260.52,kg,0.8905895692012059
1473,Dairy 106,Dairy,13.93,kg,0.820334035785523
1474,Dairy 107,Dairy,11.64,kg,0.7354384164438078
1475,Dairy 108,Dairy,25.14,kg,0.9052161006204165
1476,Dairy 109,Dairy,7.63,kg,0.8175710632132082
1477,Dairy 110,Dairy,13.13,kg,0.7680123029122519
1478,Dairy 111,Dairy,22.87,kg,0.7871682415057059
1479,Dairy 112,Dairy,5.54,kg,0.9435951250153807
1480,Dairy 113,Dairy,15.46,kg,0.8184175484165531
1481,Dairy 114,Dairy,22.47,kg,0.8363195207048367
1482,Dairy 115,Dairy,24.15,kg,0.830410442091954
1483,Dairy 116,Dairy,6.89,kg,0.7457290531582373
1484,Dairy 117,Dairy,17.14,kg,0.7549451307445418
1485,Dairy 118,Dairy,26.69,kg,0.7192529969512652
1486,Dairy 119,Dairy,20.04,kg,0.9866424782336095
1487,Dairy 120,Dairy,24.87,kg,0.8740513644352346
1488,Dairy 121,Dairy,14.91,kg,0.9178457144810994
1489,Dairy 122,Dairy,18.36,kg,0.7668370456377617
1490,Dairy 123,Dairy,18.64,kg,0.9418534902624297
1491,Dairy 124,Dairy,15.55,kg,0.9704648372944924
1492,Dairy 125,Dairy,25.63,kg,0.9157970670960435
1493,Seafood 1,Seafood,5.26,kg,0.8181405178352212
1494,Seafood 2,Seafood,27.86,kg,0.9999351488932499
1495,Seafood 3,Seafood,20.87,kg,0.7591726612980176
1496,Seafood 4,Seafood,17.3,kg,0.7945958012320272
1497,Seafood 5,Seafood,4.6,kg,0.7181310183814217
1498,Seafood 6,Seafood,20.14,kg,0.7036677856116942
1499,Seafood 7,Seafood,10.31,kg,0.9962753809879568
1500,Seafood 8,Seafood,26.37,kg,0.814974258565052
1501,Seafood 9,Seafood,10.97,kg,0.9110358887718524
1502,Seafood 10,Seafood,14.55,kg,0.9417311395571241
1503,Seafood 11,Seafood,13.17,kg,0.7474870478741816
1504,Seafood 12,Seafood,26.61,kg,0.9305681903653749
1505,Seafood 13,Seafood,15.28,kg,0.9117130170814408
1506,Seafood 14,Seafood,2.94,kg,0.9463370700265168
1507,Seafood 15,Seafood,19.0,kg,0.7919743192274631
1508,Seafood 16,Seafood,29.55,kg,0.7025889918313318
1509,Seafood 17,Seafood,11.71,kg,0.9842504509811931
1510,Seafood 18,Seafood,19.4,kg,0.8054219482036965
1511,Seafood 19,Seafood,16.4,kg,0.8543204875465137
1512,Seafood 20,Seafood,25.14,kg,0.7717724862498552
1513,Seafood 21,Seafood,12.64,kg,0.9560324388924385
1514,Seafood 22,Seafood,19.45,kg,0.9780676235386199
1515,Seafood 23,Seafood,7.13,kg,0.9213416646280896
1516,Seafood 24,Seafood,2.1,kg,0.8161618904779
1517,Seafood 25,Seafood,25.19,kg,0.7817639263055015
1518,Seafood 26,Seafood,3.43,kg,0.952370135006458
1519,Seafood 27,Seafood,25.57,kg,0.8334308215621761
1520,Seafood 28,Seafood,22.76,kg,0.8620466223878777
1521,Seafood 29,Seafood,7.31,kg,0.7895453257040701
1522,Seafood 30,Seafood,13.78,kg,0.9315383216809212
1523,Seafood 31,Seafood,27.76,kg,0.8278788119768606
1524,Seafood 32,Seafood,11.3,kg,0.777440260497475
1525,Seafood 33,Seafood,11.34,kg,0.8708762702538488
1526,Seafood 34,Seafood,12.65,kg,0.9189090233823184
1527,Seafood 35,Seafood,8.78,kg,0.7282292490793124
1528,Seafood 36,Seafood,12.78,kg,0.7148042027863606
1529,Seafood 37,Seafood,17.3,kg,0.7841417593654212
1530,Seafood 38,Seafood,20.98,kg,0.9083150870054578
1531,Seafood 39,Seafood,28.03,kg,0.9288984892213222
1532,Seafood 40,Seafood,24.6,kg,0.9993421344747273
1533,Seafood 41,Seafood,9.65,kg,0.8104949955671812
1534,Seafood 42,Seafood,13.57,kg,0.8866456043361185
1535,Seafood 43,Seafood,26.8,kg,0.7203815230026276
1536,Seafood 44,Seafood,20.33,kg,0.9624147773104599
1537,Seafood 45,Seafood,9.38,kg,0.8105369588865297
1538,Seafood 46,Seafood,26.54,kg,0.9125128874317021
1539,Seafood 47,Seafood,12.96,kg,0.7970353214259586
1540,Seafood 48,Seafood,4.42,kg,0.7347073618429026
1541,Seafood 49,Seafood,21.02,kg,0.9642965492351662
1542,Seafood 50,Seafood,7.72,kg,0.7242512687689509
1543,Seafood 51,Seafood,27.37,kg,0.8084466914096232
1544,Seafood 52,Seafood,19.79,kg,0.7037847713221197
1545,Seafood 53,Seafood,11.08,kg,0.9707779058023032
1546,Seafood 54,Seafood,15.4,kg,0.8912083317475534
1547,Seafood 55,Seafood,20.41,kg,0.9074047962696163
1548,Seafood 56,Seafood,7.38,kg,0.895811818026446
1549,Seafood 57,Seafood,11.69,kg,0.7311614810747037
1550,Seafood 58,Seafood,10.85,kg,0.8149608499941304
1551,Seafood 59,Seafood,27.24,kg,0.7644628079848818
1552,Seafood 60,Seafood,12.03,kg,0.8371506887414789
1553,Seafood 61,Seafood,2.48,kg,0.8530578066572826
1554,Seafood 62,Seafood,7.62,kg,0.8635447853122924
1555,Seafood 63,Seafood,25.51,kg,0.8791142714804792
1556,Seafood 64,Seafood,12.48,kg,0.7857304083356196
1557,Seafood 65,Seafood,22.71,kg,0.8038866160613747
1558,Seafood 66,Seafood,25.02,kg,0.977951321524063
1559,Seafood 67,Seafood,11.96,kg,0.8538335705196856
1560,Seafood 68,Seafood,13.84,kg,0.7285366131017351
1561,Seafood 69,Seafood,17.05,kg,0.885002749829905
1562,Seafood 70,Seafood,19.35,kg,0.965814239190024
1563,Seafood 71,Seafood,26.7,kg,0.8868035587469019
1564,Seafood 72,Seafood,19.1,kg,0.8866246173596649
1565,Legume 1,Legumes,0.87,kg,0.879347882736647
1566,Legume 2,Legumes,1.94,kg,0.846249560502089
1567,Legume 3,Legumes,1.3,kg,0.7356868308160309
1568,Legume 4,Legumes,0.71,kg,0.808415728635203
1569,Legume 5,Legumes,0.12,kg,0.9195358776887557
1570,Legume 6,Legumes,1.05,kg,0.8742089600225379
1571,Legume 7,Legumes,0.96,kg,0.9760406917178729
1572,Legume 8,Legumes,0.45,kg,0.7579794071682859
1573,Legume 9,Legumes,0.99,kg,0.7722921001765383
1574,Legume 10,Legumes,0.18,kg,0.8031575117270014
1575,Legume 11,Legumes,0.86,kg,0.8389667094798319
1576,Legume 12,Legumes,0.79,kg,0.7406916479189699
1577,Legume 13,Legumes,1.9,kg,0.7621613223920014
1578,Legume 14,Legumes,0.86,kg,0.7393213905160485
1579,Legume 15,Legumes,1.25,kg,0.7407104136479497
1580,Legume 16,Legumes,1.55,kg,0.7328304008223793
1581,Legume 17,Legumes,0.34,kg,0.9251584196194153
1582,Legume 18,Legumes,0.22,kg,0.9392756849705878
1583,Legume 19,Legumes,0.4,kg,0.7633204407539933
1584,Legume 20,Legumes,1.88,kg,0.7683296994256296
1585,Legume 21,Legumes,0.58,kg,0.9643672498013631
1586,Legume 22,Legumes,1.4,kg,0.8703556903134717
1587,Legume 23,Legumes,1.81,kg,0.9316080168041013
1588,Legume 24,Legumes,1.88,kg,0.8608892135807235
1589,Legume 25,Legumes,1.1,kg,0.7577672254952872
1590,Legume 26,Legumes,0.29,kg,0.7581998798476693
1591,Legume 27,Legumes,1.21,kg,0.7891731726615548
1592,Legume 28,Legumes,1.51,kg,0.7987561591013125
1593,Legume 29,Legumes,0.21,kg,0.8093283909899143
1594,Legume 30,Legumes,0.82,kg,0.7563993299215153
1595,Legume 31,Legumes,1.47,kg,0.970736644470509
1596,Legume 32,Legumes,1.86,kg,0.9771117114446087
1597,Legume 33,Legumes,0.23,kg,0.8771767840129295
1598,Legume 34,Legumes,0.86,kg,0.9084980461061835
1599,Legume 35,Legumes,0.13,kg,0.7773950680822413
1600,Legume 36,Legumes,0.44,kg,0.7573323298893725
1601,Legume 37,Legumes,1.03,kg,0.9294439993608445
1602,Legume 38,Legumes,0.37,kg,0.7328397932783848
1603,Legume 39,Legumes,1.43,kg,0.8700707850458036
1604,Legume 40,Legumes,1.75,kg,0.9190259489322845
1605,Legume 41,Legumes,1.37,kg,0.7767044630477442
1606,Legume 42,Legumes,1.34,kg,0.8193203447596731
1607,Legume 43,Legumes,1.62,kg,0.8073955370555174
1608,Legume 44,Legumes,1.07,kg,0.945545586758542
1609,Legume 45,Legumes,0.82,kg,0.8313989564826099
1610,Legume 46,Legumes,1.31,kg,0.700034257365799
1611,Legume 47,Legumes,0.65,kg,0.9248380524571472
1612,Legume 48,Legumes,1.96,kg,0.8674005308904117
1613,Legume 49,Legumes,1.65,kg,0.732213739548723
1614,Legume 50,Legumes,1.97,kg,0.9780531574368949
1615,Legume 51,Legumes,0.42,kg,0.9191285298732015
1616,Legume 52,Legumes,0.25,kg,0.7871577662571877
1617,Legume 53,Legumes,1.28,kg,0.9131496939018896
1618,Legume 54,Legumes,0.48,kg,0.8601340108096394
1619,Legume 55,Legumes,1.18,kg,0.9306396714148186
1620,Legume 56,Legumes,0.28,kg,0.8450490506631144
1621,Legume 57,Legumes,0.34,kg,0.8390695712915891
1622,Legume 58,Legumes,1.7,kg,0.8367489584502001
1623,Legume 59,Legumes,1.97,kg,0.8494316910189589
1624,Legume 60,Legumes,1.21,kg,0.966736031379841
1625,Legume 61,Legumes,0.4,kg,0.8286569880873992
1626,Legume 62,Legumes,1.93,kg,0.7135415460907383
1627,Legume 63,Legumes,0.38,kg,0.8658359110380026
1628,Legume 64,Legumes,1.85,kg,0.7506514262274023
1629,Legume 65,Legumes,0.73,kg,0.8158895362840525
1630,Legume 66,Legumes,0.97,kg,0.968084789325269
1631,Legume 67,Legumes,0.82,kg,0.7426549803836889
1632,Legume 68,Legumes,0.53,kg,0.7153039805956275
1633,Legume 69,Legumes,1.54,kg,0.9883077509422407
1634,Legume 70,Legumes,0.99,kg,0.7034115616959582
1635,Legume 71,Legumes,1.02,kg,0.7376119399245431
1636,Legume 72,Legumes,0.34,kg,0.7483807683671148
1637,Legume 73,Legumes,0.85,kg,0.8867062496388158
1638,Legume 74,Legumes,0.6,kg,0.8777795644476947
1639,Legume 75,Legumes,0.28,kg,0.9181150960046913
1640,Legume 76,Legumes,1.36,kg,0.7236240210637341
1641,Legume 77,Legumes,1.74,kg,0.8846543460666036
1642,Legume 78,Legumes,1.85,kg,0.9336961139883095
1643,Legume 79,Legumes,1.82,kg,0.7949911037699716
1644,Legume 80,Legumes,1.8,kg,0.9206932165650865
1645,Legume 81,Legumes,0.7,kg,0.9522717440681123
1646,Legume 82,Legumes,1.47,kg,0.9713846973221907
1647,Legume 83,Legumes,0.33,kg,0.7635732765223184
1648,Legume 84,Legumes,0.99,kg,0.9542369776054201
1649,Legume 85,Legumes,0.28,kg,0.77253210779216
1650,Legume 86,Legumes,0.97,kg,0.8345036035879765
1651,Legume 87,Legumes,1.65,kg,0.7417971397366744
1652,Legume 88,Legumes,0.53,kg,0.8891698545257691
1653,Nuts and Seed 1,Nuts and Seeds,7.77,kg,0.7591441845058756
1654,Nuts and Seed 2,Nuts and Seeds,2.16,kg,0.837330746398633
1655,Nuts and Seed 3,Nuts and Seeds,3.73,kg,0.7237494171840242
1656,Nuts and Seed 4,Nuts and Seeds,3.19,kg,0.7719714893162137
1657,Nuts and Seed 5,Nuts and Seeds,1.85,kg,0.8440862304113705
1658,Nuts and Seed 6,Nuts and Seeds,2.76,kg,0.8424548067437939
1659,Nuts and Seed 7,Nuts and Seeds,4.2,kg,0.8724782434086777
1660,Nuts and Seed 8,Nuts and Seeds,1.46,kg,0.8886632073688648
1661,Nuts and Seed 9,Nuts and Seeds,4.19,kg,0.7510637188588126
1662,Nuts and Seed 10,Nuts and Seeds,4.13,kg,0.8230036228164019
1663,Nuts and Seed 11,Nuts and Seeds,2.52,kg,0.9083236511382053
1664,Nuts and Seed 12,Nuts and Seeds,2.7,kg,0.7646496464110585
1665,Nuts and Seed 13,Nuts and Seeds,2.16,kg,0.8684616238740618
1666,Nuts and Seed 14,Nuts and Seeds,4.19,kg,0.7296331967347649
1667,Nuts and Seed 15,Nuts and Seeds,0.83,kg,0.8694574500059169
1668,Nuts and Seed 16,Nuts and Seeds,4.64,kg,0.968509323449312
1669,Nuts and Seed 17,Nuts and Seeds,2.85,kg,0.7968733559283712
1670,Nuts and Seed 18,Nuts and Seeds,4.39,kg,0.7717976799677836
1671,Nuts and Seed 19,Nuts and Seeds,3.45,kg,0.9705917252600871
1672,Nuts and Seed 20,Nuts and Seeds,1.9,kg,0.7111168233422022
1673,Nuts and Seed 21,Nuts and Seeds,2.08,kg,0.8332030573395216
1674,Nuts and Seed 22,Nuts and Seeds,2.56,kg,0.8170064598618526
1675,Nuts and Seed 23,Nuts and Seeds,0.97,kg,0.9275105082809783
1676,Nuts and Seed 24,Nuts and Seeds,0.97,kg,0.9519799319476279
1677,Nuts and Seed 25,Nuts and Seeds,1.0,kg,0.9382797687060866
1678,Nuts and Seed 26,Nuts and Seeds,0.58,kg,0.7982523561278635
1679,Nuts and Seed 27,Nuts and Seeds,3.1,kg,0.9503613230140229
1680,Nuts and Seed 28,Nuts and Seeds,4.64,kg,0.8555889502576746
1681,Nuts and Seed 29,Nuts and Seeds,4.19,kg,0.757309695723034
1682,Nuts and Seed 30,Nuts and Seeds,2.39,kg,0.7074048293196372
1683,Nuts and Seed 31,Nuts and Seeds,3.26,kg,0.9747892112388858
1684,Nuts and Seed 32,Nuts and Seeds,1.35,kg,0.9493825012296376
1685,Nuts and Seed 33,Nuts and Seeds,4.67,kg,0.9192489832740063
1686,Nuts and Seed 34,Nuts and Seeds,2.55,kg,0.7085129911624216
1687,Nuts and Seed 35,Nuts and Seeds,0.86,kg,0.7380951835474245
1688,Nuts and Seed 36,Nuts and Seeds,3.75,kg,0.7426173664961793
1689,Nuts and Seed 37,Nuts and Seeds,3.34,kg,0.8170761807252072
1690,Nuts and Seed 38,Nuts and Seeds,2.75,kg,0.9814269228916065
1691,Nuts and Seed 39,Nuts and Seeds,1.73,kg,0.741940367986282
1692,Nuts and Seed 40,Nuts and Seeds,0.89,kg,0.8373530100146986
1693,Nuts and Seed 41,Nuts and Seeds,3.15,kg,0.9550563384114361
1694,Nuts and Seed 42,Nuts and Seeds,4.99,kg,0.7901040711379429
1695,Nuts and Seed 43,Nuts and Seeds,3.12,kg,0.8422255319851033
1696,Nuts and Seed 44,Nuts and Seeds,3.33,kg,0.7074801462171054
1697,Nuts and Seed 45,Nuts and Seeds,2.06,kg,0.9899461569957184
1698,Nuts and Seed 46,Nuts and Seeds,1.92,kg,0.745818172326786
1699,Nuts and Seed 47,Nuts and Seeds,1.52,kg,0.7152742103993349
1700,Nuts and Seed 48,Nuts and Seeds,1.45,kg,0.9331994172574141
1701,Nuts and Seed 49,Nuts and Seeds,2.65,kg,0.805063745241405
1702,Nuts and Seed 50,Nuts and Seeds,2.99,kg,0.9956029435009295
1703,Nuts and Seed 51,Nuts and Seeds,3.74,kg,0.9691099266987108
1704,Nuts and Seed 52,Nuts and Seeds,2.69,kg,0.7707120936709297
1705,Nuts and Seed 53,Nuts and Seeds,1.76,kg,0.76366850359524
1706,Nuts and Seed 54,Nuts and Seeds,4.92,kg,0.7042475755957952
1707,Nuts and Seed 55,Nuts and Seeds,1.64,kg,0.7775670809656574
1708,Nuts and Seed 56,Nuts and Seeds,2.31,kg,0.7485817721342574
1709,Nuts and Seed 57,Nuts and Seeds,1.91,kg,0.7725221079320922
1710,Nuts and Seed 58,Nuts and Seeds,0.88,kg,0.8539428938940841
1711,Nuts and Seed 59,Nuts and Seeds,1.9,kg,0.8992653951852541
1712,Nuts and Seed 60,Nuts and Seeds,1.41,kg,0.9274198187757867
1713,Nuts and Seed 61,Nuts and Seeds,4.54,kg,0.7257880529841694
1714,Nuts and Seed 62,Nuts and Seeds,3.5,kg,0.9965900235201065
1715,Nuts and Seed 63,Nuts and Seeds,4.96,kg,0.8953736719429866
1716,Nuts and Seed 64,Nuts and Seeds,0.68,kg,0.7090671614790327
1717,Nuts and Seed 65,Nuts and Seeds,4.32,kg,0.7841611234516823
1718,Nuts and Seed 66,Nuts and Seeds,2.49,kg,0.8469635128720207
1719,Nuts and Seed 67,Nuts and Seeds,1.97,kg,0.9197428541417303
1720,Nuts and Seed 68,Nuts and Seeds,3.34,kg,0.8751829847873339
1721,Nuts and Seed 69,Nuts and Seeds,1.52,kg,0.976912091839327
1722,Nuts and Seed 70,Nuts and Seeds,1.99,kg,0.8444595365376953
1723,Nuts and Seed 71,Nuts and Seeds,3.44,kg,0.8614713428836217
1724,Nuts and Seed 72,Nuts and Seeds,4.35,kg,0.791635329543348
1725,Nuts and Seed 73,Nuts and Seeds,2.28,kg,0.7937077538153527
1726,Nuts and Seed 74,Nuts and Seeds,2.54,kg,0.8656226027561014
1727,Nuts and Seed 75,Nuts and Seeds,0.78,kg,0.9378451462200672
1728,Nuts and Seed 76,Nuts and Seeds,4.83,kg,0.7676723474507059
1729,Nuts and Seed 77,Nuts and Seeds,3.47,kg,0.8541332138983998
1730,Nuts and Seed 78,Nuts and Seeds,3.54,kg,0.9808886882270595
1731,Nuts and Seed 79,Nuts and Seeds,0.66,kg,0.8795492510315075
1732,Nuts and Seed 80,Nuts and Seeds,1.72,kg,0.955524658657245
1733,Nuts and Seed 81,Nuts and Seeds,3.04,kg,0.9733809527253545
1734,Nuts and Seed 82,Nuts and Seeds,2.89,kg,0.8418228226146028
1735,Nuts and Seed 83,Nuts and Seeds,3.17,kg,0.8678003539749003
1736,Nuts and Seed 84,Nuts and Seeds,3.75,kg,0.7541499339523237
1737,Nuts and Seed 85,Nuts and Seeds,2.01,kg,0.7517647016479622
1738,Nuts and Seed 86,Nuts and Seeds,2.44,kg,0.7004217768453974
1739,Nuts and Seed 87,Nuts and Seeds,1.68,kg,0.7076618485903973
1740,Nuts and Seed 88,Nuts and Seeds,3.14,kg,0.8716296166376707
1741,Nuts and Seed 89,Nuts and Seeds,4.86,kg,0.8225963827161764
1742,Nuts and Seed 90,Nuts and Seeds,1.11,kg,0.9606471876943208
1743,Nuts and Seed 91,Nuts and Seeds,3.42,kg,0.9672558068071537
1744,Nuts and Seed 92,Nuts and Seeds,0.91,kg,0.9385943799539835
1745,Nuts and Seed 93,Nuts and Seeds,0.61,kg,0.9402372946992821
1746,Nuts and Seed 94,Nuts and Seeds,2.01,kg,0.8054035756849758
1747,Nuts and Seed 95,Nuts and Seeds,2.78,kg,0.8808602455294755
1748,Nuts and Seed 96,Nuts and Seeds,3.93,kg,0.7437331007036345
1749,Nuts and Seed 97,Nuts and Seeds,1.56,kg,0.8116621484848929
1750,Nuts and Seed 98,Nuts and Seeds,4.15,kg,0.9763384457016859
1751,Nuts and Seed 99,Nuts and Seeds,3.21,kg,0.7975456301707189
1752,Nuts and Seed 100,Nuts and Seeds,4.55,kg,0.8626545478406001
1753,Nuts and Seed 101,Nuts and Seeds,2.33,kg,0.8630975484318587
1754,Nuts and Seed 102,Nuts and Seeds,2.17,kg,0.9141970001466546
1755,Nuts and Seed 103,Nuts and Seeds,4.53,kg,0.7363645089432773
1756,Nuts and Seed 104,Nuts and Seeds,3.38,kg,0.7431761602875493
1757,Nuts and Seed 105,Nuts and Seeds,2.47,kg,0.8108033733242589
1758,Nuts and Seed 106,Nuts and Seeds,2.9,kg,0.9496197576117389
1759,Nuts and Seed 107,Nuts and Seeds,4.96,kg,0.875160987260446
1760,Nuts and Seed 108,Nuts and Seeds,1.1,kg,0.9146054553276483
1761,Nuts and Seed 109,Nuts and Seeds,4.09,kg,0.9646222944206458
1762,Nuts and Seed 110,Nuts and Seeds,1.63,kg,0.9523185022430367
1763,Nuts and Seed 111,Nuts and Seeds,3.8,kg,0.9105952691672179
1764,Nuts and Seed 112,Nuts and Seeds,4.94,kg,0.7074825596604682
1765,Nuts and Seed 113,Nuts and Seeds,4.46,kg,0.8343037206360366
1766,Nuts and Seed 114,Nuts and Seeds,1.85,kg,0.9609827964679476
1767,Nuts and Seed 115,Nuts and Seeds,2.72,kg,0.7804999817020302
1768,Nuts and Seed 116,Nuts and Seeds,0.91,kg,0.8380262170996513
1769,Nuts and Seed 117,Nuts and Seeds,17.15,kg,0.7762059382459273
1770,Nuts and Seed 118,Nuts and Seeds,1.43,kg,0.8411221753389025
1771,Nuts and Seed 119,Nuts and Seeds,4.46,kg,0.8492546859501371
1772,Nuts and Seed 120,Nuts and Seeds,0.86,kg,0.9685902186021716
1773,Nuts and Seed 121,Nuts and Seeds,4.57,kg,0.9822146981347601
1774,Nuts and Seed 122,Nuts and Seeds,1.27,kg,0.9787213145935963
1775,Nuts and Seed 123,Nuts and Seeds,0.87,kg,0.9588023214357729
1776,Nuts and Seed 124,Nuts and Seeds,4.01,kg,0.9126754751580061
1777,Nuts and Seed 125,Nuts and Seeds,3.7,kg,0.7269282196481708
1778,Nuts and Seed 126,Nuts and Seeds,2.74,kg,0.9211692150874969
1779,Nuts and Seed 127,Nuts and Seeds,0.66,kg,0.8488640082083139
1780,Nuts and Seed 128,Nuts and Seeds,3.31,kg,0.73462275932253
1781,Nuts and Seed 129,Nuts and Seeds,2.48,kg,0.8003565467616321
1782,Nuts and Seed 130,Nuts and Seeds,3.98,kg,0.71601741740888
1783,Nuts and Seed 131,Nuts and Seeds,4.82,kg,0.7675193526857704
1784,Nuts and Seed 132,Nuts and Seeds,3.49,kg,0.7456179907080166
1785,Nuts and Seed 133,Nuts and Seeds,2.75,kg,0.8456890849355903
1786,Nuts and Seed 134,Nuts and Seeds,3.39,kg,0.8233444506585366
1787,Nuts and Seed 135,Nuts and Seeds,2.35,kg,0.7417977096672267
1788,Nuts and Seed 136,Nuts and Seeds,1.38,kg,0.8330722856064379
1789,Nuts and Seed 137,Nuts and Seeds,4.47,kg,0.8388302575923504
1790,Nuts and Seed 138,Nuts and Seeds,3.49,kg,0.9283783436075306
1791,Nuts and Seed 139,Nuts and Seeds,2.22,kg,0.7300842344544352
1792,Nuts and Seed 140,Nuts and Seeds,3.57,kg,0.8483824412624946
1793,Nuts and Seed 141,Nuts and Seeds,2.25,kg,0.9318821408394955
1794,Nuts and Seed 142,Nuts and Seeds,1.42,kg,0.873667348698626
1795,Beverage 1,Beverages,6.1,kg,0.8975161817197698
1796,Beverage 2,Beverages,7.23,kg,0.8354580699533661
1797,Beverage 3,Beverages,9.94,kg,0.7478847346536438
1798,Beverage 4,Beverages,8.38,kg,0.7119775225465198
1799,Beverage 5,Beverages,2.01,kg,0.8967453819104267
1800,Beverage 6,Beverages,7.55,kg,0.8254606099037161
1801,Beverage 7,Beverages,6.26,kg,0.8188524990202906
1802,Beverage 8,Beverages,6.11,kg,0.7635278716251247
1803,Beverage 9,Beverages,7.32,kg,0.799618496644541
1804,Beverage 10,Beverages,7.12,kg,0.8343466320462591
1805,Beverage 11,Beverages,4.31,kg,0.8367383965810925
1806,Beverage 12,Beverages,6.71,kg,0.9418370999909936
1807,Beverage 13,Beverages,2.31,kg,0.7955989905232309
1808,Beverage 14,Beverages,6.5,kg,0.954143707964583
1809,Beverage 15,Beverages,7.05,kg,0.8833030045143712
1810,Beverage 16,Beverages,3.0,kg,0.7600983186957464
1811,Beverage 17,Beverages,3.7,kg,0.7117862904602221
1812,Beverage 18,Beverages,6.51,kg,0.769782589202013
1813,Beverage 19,Beverages,5.87,kg,0.9499836531003233
1814,Beverage 20,Beverages,4.34,kg,0.8756470418005784
1815,Beverage 21,Beverages,5.2,kg,0.7712306341786063
1816,Beverage 22,Beverages,8.3,kg,0.8748323005172736
1817,Beverage 23,Beverages,4.34,kg,0.7075837343983415
1818,Beverage 24,Beverages,65.83,kg,0.7985624716628679
1819,Beverage 25,Beverages,5.41,kg,0.7279926714120892
1820,Beverage 26,Beverages,23.35,kg,0.9604826196635179
1821,Beverage 27,Beverages,8.44,kg,0.9279268530569121
1822,Beverage 28,Beverages,5.93,kg,0.8761655677838053
1823,Beverage 29,Beverages,5.31,kg,0.8387741162452671
1824,Beverage 30,Beverages,6.16,kg,0.9639846993316924
1825,Beverage 31,Beverages,9.76,kg,0.726163891772488
1826,Beverage 32,Beverages,9.33,kg,0.8413261657603284
1827,Beverage 33,Beverages,5.4,kg,0.7719339813030154
1828,Beverage 34,Beverages,4.18,kg,0.825348265631075
1829,Beverage 35,Beverages,9.28,kg,0.8954846268716862
1830,Beverage 36,Beverages,7.63,kg,0.7395417007781695
1831,Beverage 37,Beverages,9.81,kg,0.8113829146146668
1832,Beverage 38,Beverages,8.32,kg,0.7402210797942295
1833,Beverage 39,Beverages,7.72,kg,0.7910539042136291
1834,Beverage 40,Beverages,7.88,kg,0.8076763381552702
1835,Beverage 41,Beverages,1.82,kg,0.771223550064168
1836,Beverage 42,Beverages,1.9,kg,0.8903434868384476
1837,Beverage 43,Beverages,6.34,kg,0.7256083704469407
1838,Beverage 44,Beverages,2.48,kg,0.7168556297081765
1839,Beverage 45,Beverages,5.28,kg,0.7312992372438849
1840,Beverage 46,Beverages,2.29,kg,0.7979461114849898
1841,Beverage 47,Beverages,3.95,kg,0.737733193439643
1842,Beverage 48,Beverages,7.48,kg,0.9771984455687037
1843,Beverage 49,Beverages,6.97,kg,0.7003429767704836
1844,Beverage 50,Beverages,2.08,kg,0.7400889147101006
1845,Beverage 51,Beverages,8.77,kg,0.9486162492491667
1846,Beverage 52,Beverages,2.85,kg,0.869390601340124
1847,Beverage 53,Beverages,9.32,kg,0.8893702961570008
1848,Beverage 54,Beverages,9.28,kg,0.9034449638736783
1849,Beverage 55,Beverages,5.06,kg,0.9707320094584044
1850,Beverage 56,Beverages,3.66,kg,0.7531326472284849
1851,Beverage 57,Beverages,6.63,kg,0.9082302906416335
1852,Beverage 58,Beverages,2.07,kg,0.8304841133550408
1853,Beverage 59,Beverages,1.5,kg,0.7936424980808904
1854,Beverage 60,Beverages,3.13,kg,0.9976039568954104
1855,Beverage 61,Beverages,9.74,kg,0.8375080176103484
